"Inicio del informe","Fin del informe","Nombre de la campaña",Plataforma,Ubicación,"Plataforma de dispositivos","Entrega de la campaña","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (COP)",Impresiones,Alcance,"Clics (todos)","Clics en el enlace","CTR único (porcentaje de clics en el enlace)","CPC (costo por clic en el enlace) (COP)",Resultados,"Indicador de resultado","Costo por resultados",Finalización,"Configuración de atribución","CPM (costo por mil impresiones) (COP)","ROAS (retorno de la inversión en publicidad) de compras",Frecuencia,Compras
2025-11-01,2026-03-20,"F1 - RECON - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 24/09/25","Audience Network","Nativo, banner e intersticial","En la app",active,"Con el presupuesto del conjunto de anuncios",0,27,5,5,0,,0,,1,video_thruplay_watched_actions,27.00069193,"En curso","7 días tras clic o 1 día tras visualización",5400.138386,,1,
2025-11-01,2026-03-20,"F1 - RECON - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 24/09/25","Audience Network","Video con premio","En la app",active,"Con el presupuesto del conjunto de anuncios",0,191076,29425,6347,0,,0,,28373,video_thruplay_watched_actions,6.73442698,"En curso","7 días tras clic o 1 día tras visualización",6493.658338,,4.636049,
2025-11-01,2026-03-20,"F1 - RECON - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 24/09/25",Facebook,"Facebook Reels","En la app",active,"Con el presupuesto del conjunto de anuncios",0,509,408,357,2,,0,,52,video_thruplay_watched_actions,9.78871239,"En curso","7 días tras clic o 1 día tras visualización",1247.580991,,1.142857,
2025-11-01,2026-03-20,"F1 - RECON - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 24/09/25",Facebook,"Facebook Reels","Web móvil",active,"Con el presupuesto del conjunto de anuncios",0,15,8,5,0,,0,,1,video_thruplay_watched_actions,15.00038441,"En curso","7 días tras clic o 1 día tras visualización",1875.048051,,1.6,
2025-11-01,2026-03-20,"F1 - RECON - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 24/09/25",Facebook,"Anuncios en Facebook Reels","En la app",active,"Con el presupuesto del conjunto de anuncios",0,631,289,243,0,,0,,83,video_thruplay_watched_actions,7.60260447,"En curso","7 días tras clic o 1 día tras visualización",2183.446957,,1.1893,
2025-11-01,2026-03-20,"F1 - RECON - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 24/09/25",Facebook,"Facebook Stories","En la app",active,"Con el presupuesto del conjunto de anuncios",0,2107,967,819,0,,0,,262,video_thruplay_watched_actions,8.04219083,"En curso","7 días tras clic o 1 día tras visualización",2178.959665,,1.180708,
2025-11-01,2026-03-20,"F1 - RECON - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 24/09/25",Facebook,Feed,Computadora,active,"Con el presupuesto del conjunto de anuncios",0,0,1,1,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",0,,1,
2025-11-01,2026-03-20,"F1 - RECON - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 24/09/25",Facebook,Feed,"En la app",active,"Con el presupuesto del conjunto de anuncios",0,165,102,93,2,,0,,14,video_thruplay_watched_actions,11.78601632,"En curso","7 días tras clic o 1 día tras visualización",1617.688514,,1.096774,
2025-11-01,2026-03-20,"F1 - RECON - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 24/09/25",Facebook,Feed,"Web móvil",active,"Con el presupuesto del conjunto de anuncios",0,5,2,1,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",2500.064068,,2,
2025-11-01,2026-03-20,"F1 - RECON - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 24/09/25",Facebook,"Reels instream",Computadora,active,"Con el presupuesto del conjunto de anuncios",0,1101,304,245,0,,0,,194,video_thruplay_watched_actions,5.67540317,"En curso","7 días tras clic o 1 día tras visualización",3621.80334,,1.240816,
2025-11-01,2026-03-20,"F1 - RECON - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 24/09/25",Facebook,"Reels instream","En la app",active,"Con el presupuesto del conjunto de anuncios",0,376669,84829,68068,259,1,0.001469,376668.652659,61384,video_thruplay_watched_actions,6.13626764,"En curso","7 días tras clic o 1 día tras visualización",4440.32881,,1.246239,
2025-11-01,2026-03-20,"F1 - RECON - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 24/09/25",Facebook,Marketplace,Computadora,active,"Con el presupuesto del conjunto de anuncios",0,4429,3408,1493,0,,0,,591,video_thruplay_watched_actions,7.49426989,"En curso","7 días tras clic o 1 día tras visualización",1299.622507,,2.282652,
2025-11-01,2026-03-20,"F1 - RECON - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 24/09/25",Facebook,Marketplace,"En la app",active,"Con el presupuesto del conjunto de anuncios",0,871,831,577,3,,0,,99,video_thruplay_watched_actions,8.79820526,"En curso","7 días tras clic o 1 día tras visualización",1048.161638,,1.440208,
2025-11-01,2026-03-20,"F1 - RECON - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 24/09/25",Facebook,"Resultados de búsqueda",Computadora,active,"Con el presupuesto del conjunto de anuncios",0,1,1,1,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",1000.025627,,1,
2025-11-01,2026-03-20,"F1 - RECON - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 24/09/25",Facebook,"Resultados de búsqueda","En la app",active,"Con el presupuesto del conjunto de anuncios",0,7434,8205,5167,17,7,0.135475,1062.027216,1056,video_thruplay_watched_actions,7.03995314,"En curso","7 días tras clic o 1 día tras visualización",906.056126,,1.587962,
2025-11-01,2026-03-20,"F1 - RECON - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 24/09/25",Instagram,Feed,Computadora,active,"Con el presupuesto del conjunto de anuncios",0,5,3,3,0,,0,,1,video_thruplay_watched_actions,5.00012814,"En curso","7 días tras clic o 1 día tras visualización",1666.709378,,1,
2025-11-01,2026-03-20,"F1 - RECON - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 24/09/25",Instagram,Feed,"En la app",active,"Con el presupuesto del conjunto de anuncios",0,0,1,1,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",0,,1,
2025-11-01,2026-03-20,"F1 - RECON - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 24/09/25",Instagram,"Inicio de la sección ""Explorar""","En la app",active,"Con el presupuesto del conjunto de anuncios",0,4,4,4,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",1000.025627,,1,
2025-11-01,2026-03-20,"F1 - RECON - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 24/09/25",Instagram,"Instagram Reels","En la app",active,"Con el presupuesto del conjunto de anuncios",0,6,5,5,0,,0,,2,video_thruplay_watched_actions,3.00007688,"En curso","7 días tras clic o 1 día tras visualización",1200.030752,,1,
2025-11-01,2026-03-20,"F1 - RECON - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 24/09/25",Instagram,"Instagram Stories","En la app",active,"Con el presupuesto del conjunto de anuncios",0,130,26,20,0,,0,,15,video_thruplay_watched_actions,8.66688877,"En curso","7 días tras clic o 1 día tras visualización",5000.128135,,1.3,
2025-11-01,2026-03-20,"F1 - RECON - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 24/09/25",Messenger,"Messenger Stories","En la app",active,"Con el presupuesto del conjunto de anuncios",0,149,547,547,1,1,0.182815,149.003818,32,video_thruplay_watched_actions,4.65636933,"En curso","7 días tras clic o 1 día tras visualización",272.401862,,1,
2025-11-01,2026-03-20,"F1 - TRÁFICO IG - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 08/10/25",Facebook,"Facebook Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,9259,1409,998,174,3,0.300601,3086.464007,3,profile_visit_view,3086.46400694,"En curso","7 días tras clic o 1 día tras visualización",6571.605409,,1.411824,
2025-11-01,2026-03-20,"F1 - TRÁFICO IG - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 08/10/25",Facebook,"Facebook Stories","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,5901,538,417,34,22,4.556355,268.238629,26,profile_visit_view,226.97114788,"En curso","7 días tras clic o 1 día tras visualización",10968.865883,,1.290168,
2025-11-01,2026-03-20,"F1 - TRÁFICO IG - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 08/10/25",Facebook,Feed,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,1669,145,128,8,1,0.78125,1669.070665,1,profile_visit_view,1669.07066452,"En curso","7 días tras clic o 1 día tras visualización",11510.832169,,1.132813,
2025-11-01,2026-03-20,"F1 - TRÁFICO IG - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 08/10/25",Instagram,Feed,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,38592,3519,2883,142,143,4.890739,269.871566,143,profile_visit_view,269.87156559,"En curso","7 días tras clic o 1 día tras visualización",10966.647877,,1.220604,
2025-11-01,2026-03-20,"F1 - TRÁFICO IG - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 08/10/25",Instagram,Explorar,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,378,50,41,1,1,2.439024,378.016004,1,profile_visit_view,378.01600431,"En curso","7 días tras clic o 1 día tras visualización",7560.320086,,1.219512,
2025-11-01,2026-03-20,"F1 - TRÁFICO IG - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 08/10/25",Instagram,"Inicio de la sección ""Explorar""","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,42,45,39,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",933.37285,,1.153846,
2025-11-01,2026-03-20,"F1 - TRÁFICO IG - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 08/10/25",Instagram,"Instagram Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,209581,30492,22885,918,930,3.836574,225.355778,926,profile_visit_view,226.32923667,"En curso","7 días tras clic o 1 día tras visualización",6873.306873,,1.332401,
2025-11-01,2026-03-20,"F1 - TRÁFICO IG - ENGANCHE - EVENTOS GRUPO EFFI  - VIDEOS - 08/10/25",Instagram,"Instagram Stories","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,65253,8681,6815,324,331,4.739545,197.138256,335,profile_visit_view,194.78436611,"En curso","7 días tras clic o 1 día tras visualización",7516.7334,,1.273808,
2025-11-01,2026-03-20,"F1 - TRÁFICO IG - ENGANCHE - EFFI WOMAN  - VIDEOS - 21/10/25",Facebook,"Facebook Reels","En la app",active,10000,Diario,2629,420,291,33,5,1.37457,525.843026,5,profile_visit_view,525.84302614,"En curso","7 días tras clic o 1 día tras visualización",6260.036026,,1.443299,
2025-11-01,2026-03-20,"F1 - TRÁFICO IG - ENGANCHE - EFFI WOMAN  - VIDEOS - 21/10/25",Facebook,"Facebook Stories","En la app",active,10000,Diario,270,44,33,5,4,12.121212,67.505524,3,profile_visit_view,90.00736469,"En curso","7 días tras clic o 1 día tras visualización",6136.865774,,1.333333,
2025-11-01,2026-03-20,"F1 - TRÁFICO IG - ENGANCHE - EFFI WOMAN  - VIDEOS - 21/10/25",Facebook,Feed,"En la app",active,10000,Diario,1103,202,142,22,4,2.816901,275.772565,5,profile_visit_view,220.61805167,"En curso","7 días tras clic o 1 día tras visualización",5460.842863,,1.422535,
2025-11-01,2026-03-20,"F1 - TRÁFICO IG - ENGANCHE - EFFI WOMAN  - VIDEOS - 21/10/25",Instagram,Feed,"En la app",active,10000,Diario,676723,88819,41553,2700,2768,6.08139,244.480987,2776,profile_visit_view,243.77643071,"En curso","7 días tras clic o 1 día tras visualización",7619.128471,,2.137487,
2025-11-01,2026-03-20,"F1 - TRÁFICO IG - ENGANCHE - EFFI WOMAN  - VIDEOS - 21/10/25",Instagram,Explorar,"En la app",active,10000,Diario,3965,840,665,23,24,3.458647,165.221852,25,profile_visit_view,158.61297822,"En curso","7 días tras clic o 1 día tras visualización",4720.624352,,1.263158,
2025-11-01,2026-03-20,"F1 - TRÁFICO IG - ENGANCHE - EFFI WOMAN  - VIDEOS - 21/10/25",Instagram,"Inicio de la sección ""Explorar""","En la app",active,10000,Diario,286,453,368,2,2,0.543478,143.011702,4,profile_visit_view,71.50585084,"En curso","7 días tras clic o 1 día tras visualización",631.398241,,1.230978,
2025-11-01,2026-03-20,"F1 - TRÁFICO IG - ENGANCHE - EFFI WOMAN  - VIDEOS - 21/10/25",Instagram,"Instagram Reels","En la app",active,10000,Diario,883445,138019,68758,3965,4044,5.32738,218.45828,4006,profile_visit_view,220.53052578,"En curso","7 días tras clic o 1 día tras visualización",6400.896154,,2.007316,
2025-11-01,2026-03-20,"F1 - TRÁFICO IG - ENGANCHE - EFFI WOMAN  - VIDEOS - 21/10/25",Instagram,"Instagram Stories","En la app",active,10000,Diario,558115,87758,48258,3994,4111,7.631895,135.761291,4012,profile_visit_view,139.11133268,"En curso","7 días tras clic o 1 día tras visualización",6359.7013,,1.818517,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFISYSTEMS - VIDS - 26/10/25",Facebook,"Feed del perfil de Facebook","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,2792,319,296,5,2,0.675676,1395.970122,1,actions:onsite_conversion.messaging_conversation_started_7d,2791.94024301,"En curso","7 días tras clic o 1 día tras visualización",8752.163771,,1.077703,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFISYSTEMS - VIDS - 26/10/25",Facebook,"Facebook Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,595521,44868,30042,1515,630,1.917316,945.27072,271,actions:onsite_conversion.messaging_conversation_started_7d,2197.4928182,"En curso","7 días tras clic o 1 día tras visualización",13272.723405,,1.493509,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFISYSTEMS - VIDS - 26/10/25",Facebook,"Facebook Stories","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,17045,972,825,26,20,2.424242,852.237008,3,actions:onsite_conversion.messaging_conversation_started_7d,5681.58005502,"En curso","7 días tras clic o 1 día tras visualización",17535.740911,,1.178182,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFISYSTEMS - VIDS - 26/10/25",Facebook,Feed,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,1520072,73825,42100,3344,961,2.009501,1581.760578,634,actions:onsite_conversion.messaging_conversation_started_7d,2397.5897718,"En curso","7 días tras clic o 1 día tras visualización",20590.205423,,1.753563,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFISYSTEMS - VIDS - 26/10/25",Facebook,Feed,"Web móvil",inactive,"Con el presupuesto del conjunto de anuncios",0,3933,199,103,13,3,2.912621,1311.108209,2,actions:onsite_conversion.messaging_conversation_started_7d,1966.66231378,"En curso","7 días tras clic o 1 día tras visualización",19765.45039,,1.932039,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFISYSTEMS - VIDS - 26/10/25",Facebook,Marketplace,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,14554,2594,1628,33,24,1.474201,606.412555,7,actions:onsite_conversion.messaging_conversation_started_7d,2079.12876059,"En curso","7 días tras clic o 1 día tras visualización",5610.601898,,1.593366,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFISYSTEMS - VIDS - 26/10/25",Facebook,"Resultados de búsqueda","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,2088,111,106,6,4,3.773585,521.925769,2,actions:onsite_conversion.messaging_conversation_started_7d,1043.85153837,"En curso","7 días tras clic o 1 día tras visualización",18808.135826,,1.04717,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFISYSTEMS - VIDS - 26/10/25",Instagram,Feed,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,70882,3670,2784,94,30,1.077586,2362.729031,17,actions:onsite_conversion.messaging_conversation_started_7d,4169.52181885,"En curso","7 días tras clic o 1 día tras visualización",19313.861286,,1.318247,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFISYSTEMS - VIDS - 26/10/25",Instagram,Explorar,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,590,59,55,1,1,1.818182,590.198762,,,,"En curso","7 días tras clic o 1 día tras visualización",10003.368839,,1.072727,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFISYSTEMS - VIDS - 26/10/25",Instagram,"Inicio de la sección ""Explorar""","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,2,2,2,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",1000.336884,,1,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFISYSTEMS - VIDS - 26/10/25",Instagram,"Instagram Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,93272,5157,4241,150,57,1.344023,1636.358095,29,actions:onsite_conversion.messaging_conversation_started_7d,3216.29004804,"En curso","7 días tras clic o 1 día tras visualización",18086.564164,,1.215987,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFISYSTEMS - VIDS - 26/10/25",Instagram,"Instagram Stories","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,60693,3381,2584,141,79,2.863777,768.271389,29,actions:onsite_conversion.messaging_conversation_started_7d,2092.87723303,"En curso","7 días tras clic o 1 día tras visualización",17951.327938,,1.308437,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",Facebook,"Sección ""Explorar negocios""","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,32,9,9,2,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",3556.951532,,1,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",Facebook,"Feed del perfil de Facebook","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,6734,595,543,12,2,0.368324,3366.821357,,,,"En curso","7 días tras clic o 1 día tras visualización",11317.04658,,1.095764,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",Facebook,"Facebook Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,1757315,101527,58079,2043,672,1.081286,2615.051612,334,actions:onsite_conversion.messaging_conversation_started_7d,5261.42120789,"En curso","7 días tras clic o 1 día tras visualización",17308.840835,,1.748085,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",Facebook,"Facebook Reels","Web móvil",inactive,"Con el presupuesto del conjunto de anuncios",0,111,1,1,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",111043.580651,,1,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",Facebook,"Facebook Stories","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,606843,37801,21431,636,540,2.333069,1123.783638,137,actions:onsite_conversion.messaging_conversation_started_7d,4429.51214841,"En curso","7 días tras clic o 1 día tras visualización",16053.627267,,1.763847,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",Facebook,Feed,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,2389337,109607,57827,3460,627,1.002992,3810.744385,402,actions:onsite_conversion.messaging_conversation_started_7d,5943.62370543,"En curso","7 días tras clic o 1 día tras visualización",21799.125326,,1.895429,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",Facebook,Feed,"Web móvil",inactive,"Con el presupuesto del conjunto de anuncios",0,7665,358,187,17,3,1.604278,2555.002748,2,actions:onsite_conversion.messaging_conversation_started_7d,3832.50412139,"En curso","7 días tras clic o 1 día tras visualización",21410.63755,,1.914439,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",Facebook,Marketplace,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,33144,4795,2826,28,28,0.955414,1183.714566,4,actions:onsite_conversion.messaging_conversation_started_7d,8286.00196071,"En curso","7 días tras clic o 1 día tras visualización",6912.201844,,1.696745,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",Facebook,"Resultados de búsqueda","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,24994,1050,901,52,19,1.886792,1315.463641,4,actions:onsite_conversion.messaging_conversation_started_7d,6248.45229502,"En curso","7 días tras clic o 1 día tras visualización",23803.627791,,1.165372,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",Instagram,Feed,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,206497,9698,6121,126,63,0.996569,3277.730837,41,actions:onsite_conversion.messaging_conversation_started_7d,5036.51323746,"En curso","7 días tras clic o 1 día tras visualización",21292.745178,,1.584382,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",Instagram,Explorar,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,1079,111,80,1,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",9724.537255,,1.3875,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",Instagram,"Inicio de la sección ""Explorar""","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,335,180,160,1,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",1861.841818,,1.125,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",Instagram,"Instagram Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,239361,11968,7882,166,66,0.811977,3626.680919,50,actions:onsite_conversion.messaging_conversation_started_7d,4787.21881291,"En curso","7 días tras clic o 1 día tras visualización",20000.078597,,1.518396,
2025-11-01,2026-03-20,"🟢F2 - VENTAS - WHATSAPP - EFFICOMMERCE - VIDS - 26/10/25",Instagram,"Instagram Stories","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,176729,9160,5202,164,91,1.71088,1942.080879,43,actions:onsite_conversion.messaging_conversation_started_7d,4109.98511583,"En curso","7 días tras clic o 1 día tras visualización",19293.598251,,1.760861,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",Facebook,"Sección ""Explorar negocios""","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,15,3,2,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",5000,,1.5,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",Facebook,"Feed del perfil de Facebook","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,51,9,9,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",5666.666667,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",Facebook,"Facebook Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,58930,4695,3442,72,30,0.726322,1964.333333,8,actions:onsite_conversion.messaging_conversation_started_7d,7366.25,"En curso","7 días tras clic o 1 día tras visualización",12551.650692,,1.364033,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",Facebook,"Facebook Stories","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,8324,486,419,16,14,3.341289,594.571429,5,actions:onsite_conversion.messaging_conversation_started_7d,1664.8,"En curso","7 días tras clic o 1 día tras visualización",17127.572016,,1.159905,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",Facebook,Feed,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,91282,5661,4035,186,40,0.966543,2282.05,27,actions:onsite_conversion.messaging_conversation_started_7d,3380.81481481,"En curso","7 días tras clic o 1 día tras visualización",16124.712948,,1.402974,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",Facebook,Feed,"Web móvil",inactive,"Con el presupuesto del conjunto de anuncios",0,638,43,32,1,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",14837.209302,,1.34375,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",Facebook,Marketplace,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,197,41,36,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",4804.878049,,1.138889,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",Facebook,"Resultados de búsqueda","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,96,13,12,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",7384.615385,,1.083333,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",Instagram,Feed,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,11276,700,580,8,3,0.517241,3758.666667,3,actions:onsite_conversion.messaging_conversation_started_7d,3758.66666667,"En curso","7 días tras clic o 1 día tras visualización",16108.571429,,1.206897,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",Instagram,Explorar,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,31,3,3,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",10333.333333,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",Instagram,"Inicio de la sección ""Explorar""","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,11,6,4,1,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",1833.333333,,1.5,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",Instagram,"Instagram Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,5792,339,315,6,2,0.634921,2896,2,actions:onsite_conversion.messaging_conversation_started_7d,2896,"En curso","7 días tras clic o 1 día tras visualización",17085.545723,,1.07619,
2025-11-01,2026-03-20,"F2 - VENTAS - WHATSAPP - EFFICOMMERCE PROVEEDORES - VIDS - 26/10/25",Instagram,"Instagram Stories","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,9962,588,497,11,8,1.609658,1245.25,4,actions:onsite_conversion.messaging_conversation_started_7d,2490.5,"En curso","7 días tras clic o 1 día tras visualización",16942.176871,,1.183099,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",Facebook,"Sección ""Explorar negocios""","En la app",inactive,200000,Diario,20,14,14,1,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",1428.612852,,1,
