"Inicio del informe","Fin del informe","Nombre de la campaña",Plataforma,Ubicación,"Plataforma de dispositivos","Entrega de la campaña","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (COP)",Impresiones,Alcance,"Clics (todos)","Clics en el enlace","CTR único (porcentaje de clics en el enlace)","CPC (costo por clic en el enlace) (COP)",Resultados,"Indicador de resultado","Costo por resultados",Finalización,"Configuración de atribución","CPM (costo por mil impresiones) (COP)","ROAS (retorno de la inversión en publicidad) de compras",Frecuencia,Compras
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  Tata Salazar - IMG 13/02/26",Facebook,"Facebook Reels","En la app",inactive,60000,Diario,3272,250,165,2,1,0.606061,3272,1,actions:offsite_conversion.fb_pixel_complete_registration,3272,"En curso",-,13088,,1.515152,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  Tata Salazar - IMG 13/02/26",Facebook,"Anuncios en Facebook Reels","En la app",inactive,60000,Diario,10,8,8,0,,0,,,,,"En curso",-,1250,,1,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  Tata Salazar - IMG 13/02/26",Facebook,"Facebook Stories","En la app",inactive,60000,Diario,1720,128,97,3,3,3.092784,573.333333,,,,"En curso",-,13437.5,,1.319588,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  Tata Salazar - IMG 13/02/26",Facebook,Feed,Computadora,inactive,60000,Diario,743,49,36,2,,0,,,,,"En curso",-,15163.265306,,1.361111,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  Tata Salazar - IMG 13/02/26",Facebook,Feed,"En la app",inactive,60000,Diario,19391,1923,1214,55,20,1.565074,969.55,11,actions:offsite_conversion.fb_pixel_complete_registration,1762.81818182,"En curso",-,10083.723349,,1.58402,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  Tata Salazar - IMG 13/02/26",Facebook,Feed,"Web móvil",inactive,60000,Diario,108,16,14,0,,0,,,,,"En curso",-,6750,,1.142857,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  Tata Salazar - IMG 13/02/26",Facebook,"Reels instream","En la app",inactive,60000,Diario,27,6,5,0,,0,,,,,"En curso",-,4500,,1.2,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  Tata Salazar - IMG 13/02/26",Facebook,Marketplace,Computadora,inactive,60000,Diario,0,1,1,0,,0,,,,,"En curso",-,0,,1,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  Tata Salazar - IMG 13/02/26",Facebook,Marketplace,"En la app",inactive,60000,Diario,20,6,5,0,,0,,,,,"En curso",-,3333.333333,,1.2,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  Tata Salazar - IMG 13/02/26",Facebook,"Columna derecha",Computadora,inactive,60000,Diario,38,17,6,0,,0,,,,,"En curso",-,2235.294118,,2.833333,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  Tata Salazar - IMG 13/02/26",Instagram,Feed,Computadora,inactive,60000,Diario,134,10,9,0,,0,,,,,"En curso",-,13400,,1.111111,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  Tata Salazar - IMG 13/02/26",Instagram,Feed,"En la app",inactive,60000,Diario,75089,4528,2477,79,45,1.776342,1668.644444,60,actions:offsite_conversion.fb_pixel_complete_registration,1251.48333333,"En curso",-,16583.259717,,1.828018,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  Tata Salazar - IMG 13/02/26",Instagram,Feed,"Web móvil",inactive,60000,Diario,38,2,2,0,,0,,,,,"En curso",-,19000,,1,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  Tata Salazar - IMG 13/02/26",Instagram,Explorar,"En la app",inactive,60000,Diario,53,3,3,0,,0,,,,,"En curso",-,17666.666667,,1,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  Tata Salazar - IMG 13/02/26",Instagram,"Inicio de la sección ""Explorar""","En la app",inactive,60000,Diario,38,28,28,0,,0,,,,,"En curso",-,1357.142857,,1,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  Tata Salazar - IMG 13/02/26",Instagram,"Instagram Reels","En la app",inactive,60000,Diario,7755,418,303,9,6,1.980198,1292.5,2,actions:offsite_conversion.fb_pixel_complete_registration,3877.5,"En curso",-,18552.631579,,1.379538,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  Tata Salazar - IMG 13/02/26",Instagram,"Resultados de búsqueda de Instagram","En la app",inactive,60000,Diario,20,6,6,0,,0,,,,,"En curso",-,3333.333333,,1,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  Tata Salazar - IMG 13/02/26",Instagram,"Instagram Stories","En la app",inactive,60000,Diario,47576,3537,1575,43,35,2.15873,1359.314286,15,actions:offsite_conversion.fb_pixel_complete_registration,3171.73333333,"En curso",-,13450.94713,,2.245714,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  Tata Salazar - IMG 13/02/26",Threads,"Feed de Threads","En la app",inactive,60000,Diario,1141,206,196,0,,0,,,,,"En curso",-,5538.834951,,1.05102,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26","Audience Network","Nativo, banner e intersticial","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,154,12,11,1,1,9.090909,154,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12833.333333,,1.090909,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26","Audience Network","Video con premio","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,483,26,10,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",18576.923077,,2.6,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26",Facebook,"Notificaciones de Facebook","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,4,1,1,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4000,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26",Facebook,"Feed del perfil de Facebook","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,39,6,6,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6500,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26",Facebook,"Facebook Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,17438,2255,1262,52,23,1.664025,758.173913,6,actions:offsite_conversion.fb_pixel_complete_registration,2906.33333333,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7733.037694,,1.786846,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26",Facebook,"Anuncios en Facebook Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,74,64,33,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1156.25,,1.939394,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26",Facebook,"Facebook Stories","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,3027,313,220,4,4,1.818182,756.75,2,actions:offsite_conversion.fb_pixel_complete_registration,1513.5,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9670.926518,,1.422727,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26",Facebook,Feed,Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,1253,84,66,1,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",14916.666667,,1.272727,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26",Facebook,Feed,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,39263,4565,2178,150,41,1.652893,957.634146,11,actions:offsite_conversion.fb_pixel_complete_registration,3569.36363636,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8600.876232,,2.09596,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26",Facebook,Feed,"Web móvil",inactive,"Con el presupuesto del conjunto de anuncios",0,178,24,13,1,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7416.666667,,1.846154,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26",Facebook,"Reels instream","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,759,93,51,6,5,3.921569,151.8,2,actions:offsite_conversion.fb_pixel_complete_registration,379.5,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8161.290323,,1.823529,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26",Facebook,Marketplace,Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,4,2,2,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2000,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26",Facebook,Marketplace,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,110,20,15,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5500,,1.333333,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26",Facebook,"Columna derecha",Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,3,6,3,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",500,,2,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26",Facebook,"Resultados de búsqueda","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,0,1,1,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26",Instagram,Feed,Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,404,46,36,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8782.608696,,1.277778,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26",Instagram,Feed,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,40618,2956,1510,36,23,1.523179,1766,13,actions:offsite_conversion.fb_pixel_complete_registration,3124.46153846,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13740.866035,,1.957616,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26",Instagram,Feed,"Web móvil",inactive,"Con el presupuesto del conjunto de anuncios",0,28,13,7,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2153.846154,,1.857143,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26",Instagram,Explorar,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,71,6,4,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11833.333333,,1.5,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26",Instagram,"Inicio de la sección ""Explorar""","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,46,21,21,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2190.47619,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26",Instagram,"Instagram Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,25187,1935,1145,31,21,1.484716,1199.380952,8,actions:offsite_conversion.fb_pixel_complete_registration,3148.375,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13016.537468,,1.689956,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26",Instagram,"Resultados de búsqueda de Instagram","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,18,1,1,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",18000,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26",Instagram,"Instagram Stories","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,45441,3480,1364,47,39,2.785924,1165.153846,15,actions:offsite_conversion.fb_pixel_complete_registration,3029.4,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13057.758621,,2.55132,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Juliana Berrio - IMG 18/02/26",Threads,"Feed de Threads","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,63,8,8,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7875,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Jackson Rozo - IMG 27/02/26","Audience Network","Nativo, banner e intersticial","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,1,1,1,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1000,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Jackson Rozo - IMG 27/02/26",Facebook,"Feed del perfil de Facebook","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,5,1,1,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5000,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Jackson Rozo - IMG 27/02/26",Facebook,"Facebook Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,2248,187,165,1,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12021.390374,,1.133333,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Jackson Rozo - IMG 27/02/26",Facebook,"Anuncios en Facebook Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,8,4,4,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2000,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Jackson Rozo - IMG 27/02/26",Facebook,"Facebook Stories","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,536,38,35,1,1,2.857143,536,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",14105.263158,,1.085714,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Jackson Rozo - IMG 27/02/26",Facebook,Feed,Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,974,29,26,1,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",33586.206897,,1.115385,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Jackson Rozo - IMG 27/02/26",Facebook,Feed,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,17170,1714,1434,31,11,0.767085,1560.909091,1,actions:offsite_conversion.fb_pixel_complete_registration,17170,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10017.502917,,1.195258,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Jackson Rozo - IMG 27/02/26",Facebook,Feed,"Web móvil",inactive,"Con el presupuesto del conjunto de anuncios",0,172,15,14,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11466.666667,,1.071429,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Jackson Rozo - IMG 27/02/26",Facebook,"Reels instream","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,128,9,7,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",14222.222222,,1.285714,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Jackson Rozo - IMG 27/02/26",Facebook,Marketplace,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,12,2,2,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6000,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Jackson Rozo - IMG 27/02/26",Instagram,Feed,Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,45,7,6,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6428.571429,,1.166667,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Jackson Rozo - IMG 27/02/26",Instagram,Feed,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,9627,722,617,5,5,0.810373,1925.4,1,actions:offsite_conversion.fb_pixel_complete_registration,9627,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13333.795014,,1.170178,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Jackson Rozo - IMG 27/02/26",Instagram,Feed,"Web móvil",inactive,"Con el presupuesto del conjunto de anuncios",0,20,4,4,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5000,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Jackson Rozo - IMG 27/02/26",Instagram,"Inicio de la sección ""Explorar""","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,1,1,1,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1000,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Jackson Rozo - IMG 27/02/26",Instagram,"Instagram Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,3980,263,227,2,1,0.440529,3980,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15133.079848,,1.15859,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Jackson Rozo - IMG 27/02/26",Instagram,"Resultados de búsqueda de Instagram","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,9,2,2,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4500,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Jackson Rozo - IMG 27/02/26",Instagram,"Instagram Stories","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,8362,659,551,3,3,0.544465,2787.333333,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12688.92261,,1.196007,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Jackson Rozo - IMG 27/02/26",Threads,"Feed de Threads","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,352,48,48,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7333.333333,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26","Audience Network","Nativo, banner e intersticial","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,1627,32,22,4,4,18.181818,406.75,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",50843.75,,1.454545,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26","Audience Network","Video con premio","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,409,21,18,4,4,22.222222,102.25,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",19476.190476,,1.166667,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",Facebook,"Notificaciones de Facebook","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,63,5,5,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12600,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",Facebook,"Feed del perfil de Facebook","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,85,11,11,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7727.272727,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",Facebook,"Facebook Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,5680,496,400,4,1,0.25,5680,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11451.612903,,1.24,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",Facebook,"Anuncios en Facebook Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,37,22,21,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1681.818182,,1.047619,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",Facebook,"Facebook Stories","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,1536,115,102,1,1,0.980392,1536,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13356.521739,,1.127451,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",Facebook,Feed,Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,852,56,47,0,,0,,1,actions:offsite_conversion.fb_pixel_complete_registration,852,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15214.285714,,1.191489,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",Facebook,Feed,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,48355,5302,3842,78,33,0.8329,1465.30303,4,actions:offsite_conversion.fb_pixel_complete_registration,12088.75,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9120.143342,,1.38001,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",Facebook,Feed,"Web móvil",inactive,"Con el presupuesto del conjunto de anuncios",0,266,46,39,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5782.608696,,1.179487,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",Facebook,"Reels instream","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,554,77,73,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7194.805195,,1.054795,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",Facebook,Marketplace,Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,3,1,1,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3000,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",Facebook,Marketplace,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,78,19,12,0,1,8.333333,78,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4105.263158,,1.583333,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",Facebook,"Columna derecha",Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,52,24,16,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2166.666667,,1.5,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",Facebook,"Resultados de búsqueda",Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,9,1,1,1,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9000,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",Facebook,"Resultados de búsqueda","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,0,1,1,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",Instagram,Feed,Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,506,28,27,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",18071.428571,,1.037037,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",Instagram,Feed,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,31926,2157,1573,17,14,0.826446,2280.428571,6,actions:offsite_conversion.fb_pixel_complete_registration,5321,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",14801.112656,,1.371265,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",Instagram,Feed,"Web móvil",inactive,"Con el presupuesto del conjunto de anuncios",0,43,11,10,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3909.090909,,1.1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",Instagram,Explorar,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,203,4,3,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",50750,,1.333333,
