"Inicio del informe","Fin del informe","Nombre de la campaña",Edad,Sexo,"Entrega de la campaña","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (COP)",Impresiones,Alcance,"Clics (todos)","Clics en el enlace","CTR único (porcentaje de clics en el enlace)","CPC (costo por clic en el enlace) (COP)",Resultados,"Indicador de resultado","Costo por resultados",Finalización,"Configuración de atribución","CPM (costo por mil impresiones) (COP)","ROAS (retorno de la inversión en publicidad) de compras",Frecuencia,Compras
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO Jackson Rozo - IMG 27/02/26",65+,male,inactive,"Con el presupuesto del conjunto de anuncios",0,26,6,5,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4333.333333,,1.2,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",18-24,female,inactive,"Con el presupuesto del conjunto de anuncios",0,3964,418,228,7,7,2.192982,566.285714,1,actions:offsite_conversion.fb_pixel_complete_registration,3964,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9483.253589,,1.833333,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",18-24,male,inactive,"Con el presupuesto del conjunto de anuncios",0,9043,996,577,10,9,1.559792,1004.777778,1,actions:offsite_conversion.fb_pixel_complete_registration,9043,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9079.317269,,1.72617,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",18-24,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,64,11,8,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5818.181818,,1.375,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",25-34,female,inactive,"Con el presupuesto del conjunto de anuncios",0,19803,1612,921,12,12,1.302932,1650.25,4,actions:offsite_conversion.fb_pixel_complete_registration,4950.75,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12284.739454,,1.750271,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",25-34,male,inactive,"Con el presupuesto del conjunto de anuncios",0,30775,3288,1979,30,19,0.90955,1619.736842,4,actions:offsite_conversion.fb_pixel_complete_registration,7693.75,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9359.793187,,1.661445,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",25-34,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,866,68,43,1,1,2.325581,866,1,actions:offsite_conversion.fb_pixel_complete_registration,866,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12735.294118,,1.581395,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",35-44,female,inactive,"Con el presupuesto del conjunto de anuncios",0,20782,1268,788,13,3,0.380711,6927.333333,1,actions:offsite_conversion.fb_pixel_complete_registration,20782,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",16389.589905,,1.609137,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",35-44,male,inactive,"Con el presupuesto del conjunto de anuncios",0,27486,2408,1420,33,18,1.126761,1527,3,actions:offsite_conversion.fb_pixel_complete_registration,9162,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11414.451827,,1.695775,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",35-44,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,1218,112,65,3,2,3.076923,609,1,actions:offsite_conversion.fb_pixel_complete_registration,1218,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10875,,1.723077,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",45-54,female,inactive,"Con el presupuesto del conjunto de anuncios",0,3127,205,143,10,5,3.496504,625.4,1,actions:offsite_conversion.fb_pixel_complete_registration,3127,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15253.658537,,1.433566,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",45-54,male,inactive,"Con el presupuesto del conjunto de anuncios",0,6924,452,319,13,7,2.194357,989.142857,2,actions:offsite_conversion.fb_pixel_complete_registration,3462,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15318.584071,,1.416928,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",45-54,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,221,22,18,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10045.454545,,1.222222,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",55-64,female,inactive,"Con el presupuesto del conjunto de anuncios",0,2414,49,37,3,1,2.702703,2414,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",49265.306122,,1.324324,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",55-64,male,inactive,"Con el presupuesto del conjunto de anuncios",0,1897,102,83,1,1,1.204819,1897,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",18598.039216,,1.228916,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",55-64,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,251,5,5,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",50200,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",65+,female,inactive,"Con el presupuesto del conjunto de anuncios",0,263,29,24,2,1,4.166667,263,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9068.965517,,1.208333,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",65+,male,inactive,"Con el presupuesto del conjunto de anuncios",0,556,48,40,1,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11583.333333,,1.2,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 02/03/26",65+,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,13,3,2,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4333.333333,,1.5,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 03/03/26",18-24,female,inactive,"Con el presupuesto del conjunto de anuncios",0,1537,126,85,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12198.412698,,1.482353,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 03/03/26",18-24,male,inactive,"Con el presupuesto del conjunto de anuncios",0,4416,389,241,3,3,1.244813,1472,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11352.18509,,1.614108,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 03/03/26",18-24,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,1,1,1,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1000,,1,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 03/03/26",25-34,female,inactive,"Con el presupuesto del conjunto de anuncios",0,6411,416,281,8,4,1.423488,1602.75,1,actions:offsite_conversion.fb_pixel_complete_registration,6411,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15411.057692,,1.480427,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 03/03/26",25-34,male,inactive,"Con el presupuesto del conjunto de anuncios",0,11583,908,613,21,13,1.957586,891,3,actions:offsite_conversion.fb_pixel_complete_registration,3861,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12756.60793,,1.48124,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 03/03/26",25-34,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,105,7,6,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15000,,1.166667,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 03/03/26",35-44,female,inactive,"Con el presupuesto del conjunto de anuncios",0,7604,347,238,4,2,0.840336,3802,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",21913.544669,,1.457983,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 03/03/26",35-44,male,inactive,"Con el presupuesto del conjunto de anuncios",0,9835,608,403,7,3,0.744417,3278.333333,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",16175.986842,,1.508685,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 03/03/26",35-44,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,310,34,21,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9117.647059,,1.619048,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 03/03/26",45-54,female,inactive,"Con el presupuesto del conjunto de anuncios",0,2494,122,76,1,1,1.315789,2494,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",20442.622951,,1.605263,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 03/03/26",45-54,male,inactive,"Con el presupuesto del conjunto de anuncios",0,4159,193,143,5,2,1.398601,2079.5,1,actions:offsite_conversion.fb_pixel_complete_registration,4159,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",21549.222798,,1.34965,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 03/03/26",45-54,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,150,12,10,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12500,,1.2,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 03/03/26",55-64,female,inactive,"Con el presupuesto del conjunto de anuncios",0,827,28,20,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",29535.714286,,1.4,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 03/03/26",55-64,male,inactive,"Con el presupuesto del conjunto de anuncios",0,1301,57,44,4,1,2.272727,1301,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",22824.561404,,1.295455,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 03/03/26",55-64,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,304,3,3,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",101333.333333,,1,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 03/03/26",65+,female,inactive,"Con el presupuesto del conjunto de anuncios",0,240,14,12,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",17142.857143,,1.166667,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTRO -GRUPO EFFI -  JACKSON ROZO - IMG 03/03/26",65+,male,inactive,"Con el presupuesto del conjunto de anuncios",0,625,37,27,1,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",16891.891892,,1.37037,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO CEOs de Malteatto  - IMG 05/03/26",18-24,female,inactive,"Con el presupuesto del conjunto de anuncios",0,7425,981,375,21,9,2.133333,824.953202,7,actions:offsite_conversion.fb_pixel_complete_registration,1060.65411689,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7568.378,,2.616,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO CEOs de Malteatto  - IMG 05/03/26",18-24,male,inactive,"Con el presupuesto del conjunto de anuncios",0,11329,1860,757,38,14,1.849406,809.209638,4,actions:offsite_conversion.fb_pixel_complete_registration,2832.23373472,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6090.825236,,2.457067,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO CEOs de Malteatto  - IMG 05/03/26",18-24,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,97,20,12,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4851.685161,,1.666667,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO CEOs de Malteatto  - IMG 05/03/26",25-34,female,inactive,"Con el presupuesto del conjunto de anuncios",0,29788,3414,1314,108,57,3.805175,522.602571,39,actions:offsite_conversion.fb_pixel_complete_registration,763.80375754,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8725.350482,,2.598174,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO CEOs de Malteatto  - IMG 05/03/26",25-34,male,inactive,"Con el presupuesto del conjunto de anuncios",0,46342,6201,2426,192,54,2.143446,858.186968,19,actions:offsite_conversion.fb_pixel_complete_registration,2439.05769712,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7473.326277,,2.556059,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO CEOs de Malteatto  - IMG 05/03/26",25-34,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,592,54,35,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10966.77211,,1.542857,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO CEOs de Malteatto  - IMG 05/03/26",35-44,female,inactive,"Con el presupuesto del conjunto de anuncios",0,30512,2409,996,92,43,3.714859,709.572041,26,actions:offsite_conversion.fb_pixel_complete_registration,1173.52299056,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12665.669471,,2.418675,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO CEOs de Malteatto  - IMG 05/03/26",35-44,male,inactive,"Con el presupuesto del conjunto de anuncios",0,36421,3831,1478,155,41,2.368065,888.308541,16,actions:offsite_conversion.fb_pixel_complete_registration,2276.29063606,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9506.82594,,2.592016,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO CEOs de Malteatto  - IMG 05/03/26",35-44,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,993,141,53,3,1,1.886792,993.345024,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7045.000169,,2.660377,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO CEOs de Malteatto  - IMG 05/03/26",45-54,female,inactive,"Con el presupuesto del conjunto de anuncios",0,7960,391,206,20,12,5.339806,663.313726,7,actions:offsite_conversion.fb_pixel_complete_registration,1137.10924388,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",20357.454494,,1.898058,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO CEOs de Malteatto  - IMG 05/03/26",45-54,male,inactive,"Con el presupuesto del conjunto de anuncios",0,7250,483,258,20,10,3.488372,724.951801,1,actions:offsite_conversion.fb_pixel_complete_registration,7249.51801342,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15009.354065,,1.872093,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO CEOs de Malteatto  - IMG 05/03/26",45-54,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,296,29,16,3,2,12.5,148.051423,1,actions:offsite_conversion.fb_pixel_complete_registration,296.10284697,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10210.442999,,1.8125,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO CEOs de Malteatto  - IMG 05/03/26",55-64,female,inactive,"Con el presupuesto del conjunto de anuncios",0,1737,75,48,8,2,4.166667,868.301592,2,actions:offsite_conversion.fb_pixel_complete_registration,868.30159178,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",23154.709114,,1.5625,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO CEOs de Malteatto  - IMG 05/03/26",55-64,male,inactive,"Con el presupuesto del conjunto de anuncios",0,1598,93,61,1,1,1.639344,1597.554887,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",17178.00954,,1.52459,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO CEOs de Malteatto  - IMG 05/03/26",55-64,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,287,5,3,1,1,33.333333,287.09972,1,actions:offsite_conversion.fb_pixel_complete_registration,287.09971986,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",57419.943973,,1.666667,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO CEOs de Malteatto  - IMG 05/03/26",65+,female,inactive,"Con el presupuesto del conjunto de anuncios",0,429,30,18,1,1,5.555556,429.149059,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",14304.96862,,1.666667,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO CEOs de Malteatto  - IMG 05/03/26",65+,male,inactive,"Con el presupuesto del conjunto de anuncios",0,1174,55,29,5,1,3.448276,1174.407913,1,actions:offsite_conversion.fb_pixel_complete_registration,1174.40791331,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",21352.871151,,1.896552,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  EVENTO CEOs de Malteatto  - IMG 05/03/26",65+,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,31,4,2,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7752.692784,,2,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026",18-24,female,inactive,40000,Diario,8629,1249,623,26,18,2.407705,479.388889,4,actions:offsite_conversion.fb_pixel_complete_registration,2157.25,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6908.726982,,2.004815,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026",18-24,male,inactive,40000,Diario,424,46,22,3,1,4.545455,424,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9217.391304,,2.090909,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026",18-24,unknown,inactive,40000,Diario,24,4,4,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6000,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026",25-34,female,inactive,40000,Diario,54431,6076,2911,190,120,3.675713,453.591667,65,actions:offsite_conversion.fb_pixel_complete_registration,837.4,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8958.360764,,2.087255,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026",25-34,male,inactive,40000,Diario,1301,198,103,4,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6570.707071,,1.92233,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026",25-34,unknown,inactive,40000,Diario,109,22,14,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4954.545455,,1.571429,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026",35-44,female,inactive,40000,Diario,67315,5159,2648,195,114,3.814199,590.482456,48,actions:offsite_conversion.fb_pixel_complete_registration,1402.39583333,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13048.071332,,1.948263,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026",35-44,male,inactive,40000,Diario,592,86,55,4,1,1.818182,592,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6883.72093,,1.563636,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026",35-44,unknown,inactive,40000,Diario,948,54,29,2,2,6.896552,474,2,actions:offsite_conversion.fb_pixel_complete_registration,474,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",17555.555556,,1.862069,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026",45-54,female,inactive,40000,Diario,23124,1596,736,91,57,6.38587,405.684211,22,actions:offsite_conversion.fb_pixel_complete_registration,1051.09090909,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",14488.721805,,2.168478,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026",45-54,male,inactive,40000,Diario,470,52,34,3,2,5.882353,235,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9038.461538,,1.529412,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026",45-54,unknown,inactive,40000,Diario,185,21,11,2,2,18.181818,92.5,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8809.52381,,1.909091,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026",55-64,female,inactive,40000,Diario,4519,293,172,20,11,6.395349,410.818182,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15423.208191,,1.703488,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026",55-64,male,inactive,40000,Diario,173,16,13,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10812.5,,1.230769,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026",55-64,unknown,inactive,40000,Diario,107,11,6,2,1,16.666667,107,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9727.272727,,1.833333,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026",65+,female,inactive,40000,Diario,1666,130,61,6,4,4.918033,416.5,2,actions:offsite_conversion.fb_pixel_complete_registration,833,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12815.384615,,2.131148,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026",65+,male,inactive,40000,Diario,207,22,6,5,1,16.666667,207,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9409.090909,,3.666667,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026",65+,unknown,inactive,40000,Diario,210,13,4,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",16153.846154,,3.25,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026 - Copia",18-24,female,inactive,40000,Diario,10054,1657,717,37,24,2.64993,418.916667,7,actions:offsite_conversion.fb_pixel_complete_registration,1436.28571429,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6067.592034,,2.311018,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026 - Copia",18-24,male,inactive,40000,Diario,509,56,26,4,3,7.692308,169.666667,1,actions:offsite_conversion.fb_pixel_complete_registration,509,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9089.285714,,2.153846,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026 - Copia",18-24,unknown,inactive,40000,Diario,23,2,2,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11500,,1,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026 - Copia",25-34,female,inactive,40000,Diario,59406,7906,3441,184,115,2.877071,516.573913,65,actions:offsite_conversion.fb_pixel_complete_registration,913.93846154,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7514.03997,,2.297588,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026 - Copia",25-34,male,inactive,40000,Diario,1248,211,114,5,4,3.508772,312,4,actions:offsite_conversion.fb_pixel_complete_registration,312,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5914.691943,,1.850877,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026 - Copia",25-34,unknown,inactive,40000,Diario,128,30,20,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4266.666667,,1.5,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026 - Copia",35-44,female,inactive,40000,Diario,65846,6028,2827,204,124,3.749558,531.016129,55,actions:offsite_conversion.fb_pixel_complete_registration,1197.2,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10923.357664,,2.132296,
2025-11-01,2026-03-20,"F2 - LEADS - REGISTROS - EVENTO EFFIWOMAN FEST - 11/03/2026 - Copia",35-44,male,inactive,40000,Diario,919,118,79,6,2,1.265823,459.5,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7788.135593,,1.493671,
