"Inicio del informe","Fin del informe","Nombre de la campaña",Edad,Sexo,"Entrega de la campaña","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (COP)",Impresiones,Alcance,"Clics (todos)","Clics en el enlace","CTR único (porcentaje de clics en el enlace)","CPC (costo por clic en el enlace) (COP)",Resultados,"Indicador de resultado","Costo por resultados",Finalización,"Configuración de atribución","CPM (costo por mil impresiones) (COP)","ROAS (retorno de la inversión en publicidad) de compras",Frecuencia,Compras
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",25-34,female,inactive,"Con el presupuesto del conjunto de anuncios",0,54315,4124,1380,49,37,2.608696,1467.974167,21,actions:offsite_conversion.fb_pixel_complete_registration,2586.43067514,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13170.47628,,2.988406,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",25-34,male,inactive,"Con el presupuesto del conjunto de anuncios",0,19628,2313,852,25,18,1.995305,1090.439274,6,actions:offsite_conversion.fb_pixel_complete_registration,3271.31782273,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8485.908749,,2.714789,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",25-34,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,363,30,18,1,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12101.792302,,1.666667,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",35-44,female,inactive,"Con el presupuesto del conjunto de anuncios",0,52492,3052,1085,49,36,3.041475,1458.104837,15,actions:offsite_conversion.fb_pixel_complete_registration,3499.45160985,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",17199.139629,,2.812903,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",35-44,male,inactive,"Con el presupuesto del conjunto de anuncios",0,23449,1666,656,30,11,1.676829,2131.770265,4,actions:offsite_conversion.fb_pixel_complete_registration,5862.36822969,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",14075.313877,,2.539634,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",35-44,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,913,76,39,3,3,5.128205,304.378412,2,actions:offsite_conversion.fb_pixel_complete_registration,456.56761867,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12014.937334,,1.948718,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",45-54,female,inactive,"Con el presupuesto del conjunto de anuncios",0,18061,801,354,15,11,2.259887,1641.87953,3,actions:offsite_conversion.fb_pixel_complete_registration,6020.22494195,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",22547.658959,,2.262712,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",45-54,male,inactive,"Con el presupuesto del conjunto de anuncios",0,12168,654,291,21,14,4.467354,869.12872,3,actions:offsite_conversion.fb_pixel_complete_registration,4055.93402612,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",18605.201955,,2.247423,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",45-54,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,398,32,21,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12439.342294,,1.52381,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",55-64,female,inactive,"Con el presupuesto del conjunto de anuncios",0,7303,316,107,10,6,5.607477,1217.180267,2,actions:offsite_conversion.fb_pixel_complete_registration,3651.54080126,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",23111.017729,,2.953271,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",55-64,male,inactive,"Con el presupuesto del conjunto de anuncios",0,4261,239,114,3,1,0.877193,4260.631009,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",17826.907987,,2.096491,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",55-64,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,52,6,5,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8667.950409,,1.2,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",65+,female,inactive,"Con el presupuesto del conjunto de anuncios",0,1941,124,41,1,1,2.439024,1941.287509,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15655.544427,,3.02439,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",65+,male,inactive,"Con el presupuesto del conjunto de anuncios",0,3619,135,50,4,3,6,1206.178638,2,actions:offsite_conversion.fb_pixel_complete_registration,1809.26795658,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",26803.969727,,2.7,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",65+,unknown,inactive,"Con el presupuesto del conjunto de anuncios",0,48,5,4,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9601.421992,,1.25,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25",18-24,female,inactive,45000,Diario,1854,203,118,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9133.004926,,1.720339,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25",18-24,male,inactive,45000,Diario,2156,345,271,2,1,0.369004,2156,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6249.275362,,1.273063,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25",18-24,unknown,inactive,45000,Diario,202,5,4,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",40400,,1.25,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25",25-34,female,inactive,45000,Diario,5835,382,234,3,1,0.42735,5835,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15274.86911,,1.632479,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25",25-34,male,inactive,45000,Diario,10225,938,630,8,6,0.793651,1704.166667,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10900.852878,,1.488889,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25",25-34,unknown,inactive,45000,Diario,102,12,8,1,1,12.5,102,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8500,,1.5,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25",35-44,female,inactive,45000,Diario,7934,517,272,6,3,1.102941,2644.666667,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15346.22824,,1.900735,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25",35-44,male,inactive,45000,Diario,7661,653,406,7,2,0.492611,3830.5,1,actions:offsite_conversion.fb_pixel_complete_registration,7661,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11732.006126,,1.608374,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25",35-44,unknown,inactive,45000,Diario,178,17,13,1,1,7.692308,178,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10470.588235,,1.307692,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25",45-54,female,inactive,45000,Diario,5999,316,164,8,4,2.439024,1499.75,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",18984.177215,,1.926829,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25",45-54,male,inactive,45000,Diario,4716,216,143,4,3,2.097902,1572,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",21833.333333,,1.51049,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25",45-54,unknown,inactive,45000,Diario,132,14,4,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9428.571429,,3.5,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25",55-64,female,inactive,45000,Diario,2046,85,62,1,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",24070.588235,,1.370968,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25",55-64,male,inactive,45000,Diario,267,39,34,1,1,2.941176,267,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6846.153846,,1.147059,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25",55-64,unknown,inactive,45000,Diario,56,6,3,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9333.333333,,2,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25",65+,female,inactive,45000,Diario,1614,65,52,7,7,11.538462,230.571429,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",24830.769231,,1.25,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25",65+,male,inactive,45000,Diario,392,30,22,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13066.666667,,1.363636,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25",65+,unknown,inactive,45000,Diario,106,3,1,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",35333.333333,,3,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25 - Copia",18-24,female,inactive,50000,Diario,4297,379,225,3,2,0.888889,2148.5,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11337.730871,,1.684444,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25 - Copia",18-24,male,inactive,50000,Diario,485,89,81,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5449.438202,,1.098765,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25 - Copia",18-24,unknown,inactive,50000,Diario,12,2,2,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6000,,1,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25 - Copia",25-34,female,inactive,50000,Diario,25471,1561,959,20,9,0.938478,2830.111111,4,actions:offsite_conversion.fb_pixel_complete_registration,6367.75,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",16317.10442,,1.627737,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25 - Copia",25-34,male,inactive,50000,Diario,2615,294,226,1,1,0.442478,2615,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8894.557823,,1.300885,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25 - Copia",25-34,unknown,inactive,50000,Diario,326,12,10,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",27166.666667,,1.2,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25 - Copia",35-44,female,inactive,50000,Diario,23653,1044,657,31,19,2.739726,1244.894737,3,actions:offsite_conversion.fb_pixel_complete_registration,7884.33333333,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",22656.130268,,1.589041,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25 - Copia",35-44,male,inactive,50000,Diario,3966,176,138,4,1,0.724638,3966,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",22534.090909,,1.275362,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25 - Copia",35-44,unknown,inactive,50000,Diario,681,32,13,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",21281.25,,2.461538,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25 - Copia",45-54,female,inactive,50000,Diario,8227,278,196,7,5,2.040816,1645.4,1,actions:offsite_conversion.fb_pixel_complete_registration,8227,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",29593.52518,,1.418367,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25 - Copia",45-54,male,inactive,50000,Diario,1115,75,64,3,2,1.5625,557.5,2,actions:offsite_conversion.fb_pixel_complete_registration,557.5,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",14866.666667,,1.171875,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25 - Copia",45-54,unknown,inactive,50000,Diario,129,12,7,2,1,14.285714,129,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10750,,1.714286,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25 - Copia",55-64,female,inactive,50000,Diario,1736,64,38,1,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",27125,,1.684211,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25 - Copia",55-64,male,inactive,50000,Diario,1257,36,31,1,1,3.225806,1257,1,actions:offsite_conversion.fb_pixel_complete_registration,1257,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",34916.666667,,1.16129,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25 - Copia",55-64,unknown,inactive,50000,Diario,18,2,2,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9000,,1,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25 - Copia",65+,female,inactive,50000,Diario,657,38,26,1,1,3.846154,657,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",17289.473684,,1.461538,
2025-11-01,2026-03-20,"F2 - EVENTO - REGISTRO - EFFIWOMAN -  KELIN OSORIO - IMG 07/11/25 - Copia",65+,male,inactive,50000,Diario,1089,51,20,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",21352.941176,,2.55,
2025-11-01,2026-03-20,"ADVTG - F3 rmkt - VENTAS - WHATSAPP - UNIREMINGTON - 10/11/25",18-24,female,inactive,50000,Diario,898,83,39,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",10819.277108,,2.128205,
2025-11-01,2026-03-20,"ADVTG - F3 rmkt - VENTAS - WHATSAPP - UNIREMINGTON - 10/11/25",18-24,male,inactive,50000,Diario,2131,138,51,1,1,1.960784,2131,,,,"En curso","7 días tras clic o 1 día tras visualización",15442.028986,,2.705882,
2025-11-01,2026-03-20,"ADVTG - F3 rmkt - VENTAS - WHATSAPP - UNIREMINGTON - 10/11/25",18-24,unknown,inactive,50000,Diario,60,2,1,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",30000,,2,
2025-11-01,2026-03-20,"ADVTG - F3 rmkt - VENTAS - WHATSAPP - UNIREMINGTON - 10/11/25",25-34,female,inactive,50000,Diario,9209,424,159,3,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",21719.339623,,2.666667,
2025-11-01,2026-03-20,"ADVTG - F3 rmkt - VENTAS - WHATSAPP - UNIREMINGTON - 10/11/25",25-34,male,inactive,50000,Diario,9906,513,176,7,3,1.136364,3302,,,,"En curso","7 días tras clic o 1 día tras visualización",19309.94152,,2.914773,
2025-11-01,2026-03-20,"ADVTG - F3 rmkt - VENTAS - WHATSAPP - UNIREMINGTON - 10/11/25",25-34,unknown,inactive,50000,Diario,38,6,2,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",6333.333333,,3,
2025-11-01,2026-03-20,"ADVTG - F3 rmkt - VENTAS - WHATSAPP - UNIREMINGTON - 10/11/25",35-44,female,inactive,50000,Diario,19116,451,173,7,2,1.156069,9558,2,actions:onsite_conversion.messaging_conversation_started_7d,9558,"En curso","7 días tras clic o 1 día tras visualización",42385.809313,,2.606936,
2025-11-01,2026-03-20,"ADVTG - F3 rmkt - VENTAS - WHATSAPP - UNIREMINGTON - 10/11/25",35-44,male,inactive,50000,Diario,12041,331,130,4,1,0.769231,12041,1,actions:onsite_conversion.messaging_conversation_started_7d,12041,"En curso","7 días tras clic o 1 día tras visualización",36377.643505,,2.546154,
2025-11-01,2026-03-20,"ADVTG - F3 rmkt - VENTAS - WHATSAPP - UNIREMINGTON - 10/11/25",35-44,unknown,inactive,50000,Diario,829,13,4,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",63769.230769,,3.25,
2025-11-01,2026-03-20,"ADVTG - F3 rmkt - VENTAS - WHATSAPP - UNIREMINGTON - 10/11/25",45-54,female,inactive,50000,Diario,5821,114,68,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",51061.403509,,1.676471,
2025-11-01,2026-03-20,"ADVTG - F3 rmkt - VENTAS - WHATSAPP - UNIREMINGTON - 10/11/25",45-54,male,inactive,50000,Diario,5487,124,66,2,1,1.515152,5487,,,,"En curso","7 días tras clic o 1 día tras visualización",44250,,1.878788,
2025-11-01,2026-03-20,"ADVTG - F3 rmkt - VENTAS - WHATSAPP - UNIREMINGTON - 10/11/25",45-54,unknown,inactive,50000,Diario,4,1,1,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",4000,,1,
2025-11-01,2026-03-20,"ADVTG - F3 rmkt - VENTAS - WHATSAPP - UNIREMINGTON - 10/11/25",55-64,female,inactive,50000,Diario,3654,62,37,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",58935.483871,,1.675676,
2025-11-01,2026-03-20,"ADVTG - F3 rmkt - VENTAS - WHATSAPP - UNIREMINGTON - 10/11/25",55-64,male,inactive,50000,Diario,2448,61,40,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",40131.147541,,1.525,
2025-11-01,2026-03-20,"ADVTG - F3 rmkt - VENTAS - WHATSAPP - UNIREMINGTON - 10/11/25",65+,female,inactive,50000,Diario,850,31,15,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",27419.354839,,2.066667,
2025-11-01,2026-03-20,"ADVTG - F3 rmkt - VENTAS - WHATSAPP - UNIREMINGTON - 10/11/25",65+,male,inactive,50000,Diario,1805,28,17,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",64464.285714,,1.647059,
2025-11-01,2026-03-20,"ADVTG - F3 rmkt - VENTAS - WHATSAPP - UNIREMINGTON - 10/11/25",65+,unknown,inactive,50000,Diario,45,1,1,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",45000,,1,
2025-11-01,2026-03-20,"ANDR - F2 - VENTAS - REGISTRO -GRUPO EFFI -  JUEVES DE PROVEEDORES - IMG Y VIDEO - 12/11/25",18-24,female,inactive,25000,Diario,5080,623,363,27,11,3.030303,461.825075,2,actions:offsite_conversion.fb_pixel_complete_registration,2540.03791516,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8154.214816,,1.716253,
2025-11-01,2026-03-20,"ANDR - F2 - VENTAS - REGISTRO -GRUPO EFFI -  JUEVES DE PROVEEDORES - IMG Y VIDEO - 12/11/25",18-24,male,inactive,25000,Diario,14121,2199,1398,73,37,2.432046,381.654346,8,actions:offsite_conversion.fb_pixel_complete_registration,1765.15134843,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6421.651108,,1.572961,
2025-11-01,2026-03-20,"ANDR - F2 - VENTAS - REGISTRO -GRUPO EFFI -  JUEVES DE PROVEEDORES - IMG Y VIDEO - 12/11/25",18-24,unknown,inactive,25000,Diario,231,25,21,1,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9240.137928,,1.190476,
2025-11-01,2026-03-20,"ANDR - F2 - VENTAS - REGISTRO -GRUPO EFFI -  JUEVES DE PROVEEDORES - IMG Y VIDEO - 12/11/25",25-34,female,inactive,25000,Diario,28658,2999,1606,113,72,3.549191,398.033719,20,actions:offsite_conversion.fb_pixel_complete_registration,1432.92138923,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9555.994593,,1.867372,
2025-11-01,2026-03-20,"ANDR - F2 - VENTAS - REGISTRO -GRUPO EFFI -  JUEVES DE PROVEEDORES - IMG Y VIDEO - 12/11/25",25-34,male,inactive,25000,Diario,43677,6278,3818,235,138,3.064432,316.497478,38,actions:offsite_conversion.fb_pixel_complete_registration,1149.38557794,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6957.096521,,1.644316,
2025-11-01,2026-03-20,"ANDR - F2 - VENTAS - REGISTRO -GRUPO EFFI -  JUEVES DE PROVEEDORES - IMG Y VIDEO - 12/11/25",25-34,unknown,inactive,25000,Diario,413,63,51,2,2,3.921569,206.503082,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6555.653412,,1.235294,
2025-11-01,2026-03-20,"ANDR - F2 - VENTAS - REGISTRO -GRUPO EFFI -  JUEVES DE PROVEEDORES - IMG Y VIDEO - 12/11/25",35-44,female,inactive,25000,Diario,30387,2278,1194,100,57,4.438861,533.113221,17,actions:offsite_conversion.fb_pixel_complete_registration,1787.49727022,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13339.531867,,1.907873,
2025-11-01,2026-03-20,"ANDR - F2 - VENTAS - REGISTRO -GRUPO EFFI -  JUEVES DE PROVEEDORES - IMG Y VIDEO - 12/11/25",35-44,male,inactive,25000,Diario,36414,3302,1962,123,71,3.312946,512.866811,19,actions:offsite_conversion.fb_pixel_complete_registration,1916.50229185,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11027.723666,,1.682977,
2025-11-01,2026-03-20,"ANDR - F2 - VENTAS - REGISTRO -GRUPO EFFI -  JUEVES DE PROVEEDORES - IMG Y VIDEO - 12/11/25",35-44,unknown,inactive,25000,Diario,1096,94,61,4,2,3.278689,548.00818,2,actions:offsite_conversion.fb_pixel_complete_registration,548.00818012,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11659.748513,,1.540984,
2025-11-01,2026-03-20,"ANDR - F2 - VENTAS - REGISTRO -GRUPO EFFI -  JUEVES DE PROVEEDORES - IMG Y VIDEO - 12/11/25",45-54,female,inactive,25000,Diario,13549,704,386,35,25,4.404145,541.96809,11,actions:offsite_conversion.fb_pixel_complete_registration,1231.745659,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",19246.025922,,1.823834,
2025-11-01,2026-03-20,"ANDR - F2 - VENTAS - REGISTRO -GRUPO EFFI -  JUEVES DE PROVEEDORES - IMG Y VIDEO - 12/11/25",45-54,male,inactive,25000,Diario,15073,961,551,53,27,4.355717,558.267593,8,actions:offsite_conversion.fb_pixel_complete_registration,1884.15312477,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15684.937563,,1.744102,
2025-11-01,2026-03-20,"ANDR - F2 - VENTAS - REGISTRO -GRUPO EFFI -  JUEVES DE PROVEEDORES - IMG Y VIDEO - 12/11/25",45-54,unknown,inactive,25000,Diario,253,33,22,3,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7666.781109,,1.5,
2025-11-01,2026-03-20,"ANDR - F2 - VENTAS - REGISTRO -GRUPO EFFI -  JUEVES DE PROVEEDORES - IMG Y VIDEO - 12/11/25",55-64,female,inactive,25000,Diario,3849,263,104,6,2,1.923077,1924.528727,1,actions:offsite_conversion.fb_pixel_complete_registration,3849.05745491,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",14635.199448,,2.528846,
2025-11-01,2026-03-20,"ANDR - F2 - VENTAS - REGISTRO -GRUPO EFFI -  JUEVES DE PROVEEDORES - IMG Y VIDEO - 12/11/25",55-64,male,inactive,25000,Diario,5083,266,136,19,12,6.617647,423.589656,2,actions:offsite_conversion.fb_pixel_complete_registration,2541.53793755,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",19109.307801,,1.955882,
2025-11-01,2026-03-20,"ANDR - F2 - VENTAS - REGISTRO -GRUPO EFFI -  JUEVES DE PROVEEDORES - IMG Y VIDEO - 12/11/25",55-64,unknown,inactive,25000,Diario,150,8,8,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",18750.279886,,1,
2025-11-01,2026-03-20,"ANDR - F2 - VENTAS - REGISTRO -GRUPO EFFI -  JUEVES DE PROVEEDORES - IMG Y VIDEO - 12/11/25",65+,female,inactive,25000,Diario,1261,61,41,5,4,7.317073,315.254706,2,actions:offsite_conversion.fb_pixel_complete_registration,630.50941162,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",20672.439725,,1.487805,
2025-11-01,2026-03-20,"ANDR - F2 - VENTAS - REGISTRO -GRUPO EFFI -  JUEVES DE PROVEEDORES - IMG Y VIDEO - 12/11/25",65+,male,inactive,25000,Diario,1634,126,77,10,4,3.896104,408.506098,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12968.447548,,1.636364,
