"Inicio del informe","Fin del informe","Nombre del anuncio","Entrega del anuncio","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (COP)",Impresiones,Alcance,"Clics (todos)","Clics en el enlace","CTR único (porcentaje de clics en el enlace)","CPC (costo por clic en el enlace) (COP)",Resultados,"Indicador de resultado","Costo por resultados",Finalización,"Configuración de atribución",Puja,"Tipo de puja","Último cambio significativo","Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones","Nombre del conjunto de anuncios","CPM (costo por mil impresiones) (COP)","ROAS (retorno de la inversión en publicidad) de compras",Frecuencia,Compras
2025-11-01,2026-03-20,3,not_delivering,"Con el presupuesto de la campaña",0,1179,488,488,12,1,0.204918,1179,366,actions:post_engagement,3.22131148,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-11-26T18:47:13-0500,-,-,-,"IG SARA - ADVTG - PROMPT DIRECTO",2415.983607,,1,
2025-11-01,2026-03-20,6,active,"Con el presupuesto de la campaña",0,520711,140786,95386,5376,5412,5.3446,96.214154,5370,profile_visit_view,96.96666667,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,0,"Por debajo del promedio - 35% de los anuncios menos relevantes",-,-,"IG SARA - ADVTG - ABIERTO",3698.599293,,1.475961,
2025-11-01,2026-03-20,"VID 1",not_delivering,100000,Diario,89080,8348,7057,257,122,1.629588,730.163934,26,actions:offsite_conversion.fb_pixel_complete_registration,3426.15384615,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2025-12-09T18:22:54-0500,-,-,-,"GRUPO EFFI - ADVTG - PROMPT DIRECTO - IMG",10670.819358,,1.182939,
2025-11-01,2026-03-20,"IMG 1",not_delivering,100000,Diario,13147,1176,825,12,8,0.848485,1643.375,4,actions:offsite_conversion.fb_pixel_complete_registration,3286.75,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2025-12-09T18:22:54-0500,-,-,-,"GRUPO EFFI - ADVTG - PROMPT DIRECTO - IMG",11179.421769,,1.425455,
2025-11-01,2026-03-20,7,inactive,"Con el presupuesto de la campaña",0,103610,32144,21890,1751,1668,6.925537,62.116307,1648,profile_visit_view,62.87014563,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,0,"Por debajo del promedio - 35% de los anuncios menos relevantes",-,-,"IG SARA - ADVTG - ABIERTO",3223.307616,,1.468433,
2025-11-01,2026-03-20,8,inactive,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"IG SARA - ADVTG - ABIERTO",0,,0,
2025-11-01,2026-03-20,9,inactive,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"IG SARA - ADVTG - ABIERTO",0,,0,
2025-11-01,2026-03-20,10,active,"Con el presupuesto de la campaña",0,72694,11588,8732,888,432,4.592304,168.273148,392,profile_visit_view,185.44387755,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,0,-,-,-,"IG SARA - ADVTG - ABIERTO",6273.213669,,1.327073,
2025-11-01,2026-03-20,"IMG 1",not_delivering,10000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-24T08:51:41-0500,-,-,-,"GRUPO EFFI - ADVTG - PROMPT DIRECTO - IMG",0,,0,
2025-11-01,2026-03-20,"IMG 2",not_delivering,10000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-24T08:51:41-0500,-,-,-,"GRUPO EFFI - ADVTG - PROMPT DIRECTO - IMG",0,,0,
2025-11-01,2026-03-20,"IMG 3",not_delivering,10000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-24T08:51:41-0500,-,-,-,"GRUPO EFFI - ADVTG - PROMPT DIRECTO - IMG",0,,0,
2025-11-01,2026-03-20,"IMG 4",not_delivering,10000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-24T08:51:41-0500,-,-,-,"GRUPO EFFI - ADVTG - PROMPT DIRECTO - IMG",0,,0,
2025-11-01,2026-03-20,"vid 1 pág 2",not_delivering,"Con el presupuesto de la campaña",0,1549,133,113,3,2,1.769912,774.5,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2025-11-12T17:37:33-0500,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO - PÁG 2",11646.616541,,1.176991,
2025-11-01,2026-03-20,"vid 3 pág 2",not_delivering,"Con el presupuesto de la campaña",0,7436,550,476,20,10,2.10084,743.6,7,actions:offsite_conversion.fb_pixel_complete_registration,1062.28571429,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2025-11-12T17:37:33-0500,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO - PÁG 2",13520,,1.155462,
2025-11-01,2026-03-20,"vid 4 pág 2",not_delivering,"Con el presupuesto de la campaña",0,129681,14694,10129,572,325,2.95192,399.018462,88,actions:offsite_conversion.fb_pixel_complete_registration,1473.64772727,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2025-11-12T17:37:33-0500,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO - PÁG 2",8825.438955,,1.450686,
2025-11-01,2026-03-20,"vid 5 pág 2",not_delivering,"Con el presupuesto de la campaña",0,2909,264,215,9,7,2.790698,415.571429,3,actions:offsite_conversion.fb_pixel_complete_registration,969.66666667,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2025-11-12T17:37:33-0500,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO - PÁG 2",11018.939394,,1.227907,
2025-11-01,2026-03-20,"vid 6 pág 2",not_delivering,"Con el presupuesto de la campaña",0,1005,96,78,8,2,2.564103,502.5,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2025-11-12T17:37:33-0500,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO - PÁG 2",10468.75,,1.230769,
2025-11-01,2026-03-20,"vid 7 pág 2",not_delivering,"Con el presupuesto de la campaña",0,812,41,41,2,1,2.439024,812,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2025-11-12T17:37:33-0500,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO - PÁG 2",19804.878049,,1,
2025-11-01,2026-03-20,"vid 8 pág 2",not_delivering,"Con el presupuesto de la campaña",0,4699,442,403,20,9,1.985112,522.111111,2,actions:offsite_conversion.fb_pixel_complete_registration,2349.5,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2025-11-12T17:37:33-0500,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO - PÁG 2",10631.221719,,1.096774,
2025-11-01,2026-03-20,5,active,"Con el presupuesto de la campaña",0,1999,1144,1129,10,,0,,626,actions:post_engagement,3.19329073,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:51:17-0500,Promedio,"Por encima del promedio","Por encima del promedio","IG JUAN - ADVTG - PROMPT DIRECTO",1747.377622,,1.013286,
2025-11-01,2026-03-20,3,inactive,"Con el presupuesto de la campaña",0,37080,27465,25471,43,13,0.051038,2852.307692,14801,actions:post_engagement,2.50523613,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:51:17-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",1350.081922,,1.078285,
2025-11-01,2026-03-20,4,inactive,"Con el presupuesto de la campaña",0,585,368,357,1,,0,,161,actions:post_engagement,3.63354037,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:51:17-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",1589.673913,,1.030812,
2025-11-01,2026-03-20,2,inactive,"Con el presupuesto de la campaña",0,209937,127240,94977,552,97,0.100024,2164.298969,75537,actions:post_engagement,2.77926049,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:51:17-0500,"Por debajo del promedio - 35% de los anuncios menos relevantes","Por encima del promedio","Por encima del promedio","IG JUAN - ADVTG - PROMPT DIRECTO",1649.929268,,1.339693,
2025-11-01,2026-03-20,1,inactive,"Con el presupuesto de la campaña",0,3464,1455,1430,22,5,0.34965,692.8,1092,actions:post_engagement,3.17216117,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:51:17-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",2380.756014,,1.017483,
2025-11-01,2026-03-20,"6 IMG",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2026-02-23T17:51:17-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",0,,0,
2025-11-01,2026-03-20,6,active,"Con el presupuesto de la campaña",0,402912,97553,74940,4000,4033,5.150787,99.903794,4015,profile_visit_view,100.3516812,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,0,"Por debajo del promedio - 35% de los anuncios menos relevantes",-,-,"IG SARA - ADVTG - ABIERTO",4130.185643,,1.301748,
2025-11-01,2026-03-20,"6 - Copia",not_delivering,"Con el presupuesto de la campaña",0,881,527,527,3,1,0.189753,881,308,actions:post_engagement,2.86038961,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:51:17-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",1671.726755,,1,
2025-11-01,2026-03-20,"8 - Copia",active,"Con el presupuesto de la campaña",0,2003,1314,1314,8,2,0.152207,1001.5,938,actions:post_engagement,2.13539446,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:51:17-0500,"Por debajo del promedio - 35% de los anuncios menos relevantes","Por encima del promedio","Por encima del promedio","IG JUAN - ADVTG - PROMPT DIRECTO",1524.35312,,1,
2025-11-01,2026-03-20,"7 - Copia",not_delivering,"Con el presupuesto de la campaña",0,4126,2443,2324,3,,0,,1432,actions:post_engagement,2.88128492,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:51:17-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",1688.907081,,1.051205,
2025-11-01,2026-03-20,9,not_delivering,"Con el presupuesto de la campaña",0,23,16,16,1,,0,,12,actions:post_engagement,1.91666667,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:51:17-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",1437.5,,1,
2025-11-01,2026-03-20,"10 - Copia",active,"Con el presupuesto de la campaña",0,111714,88119,78881,2073,115,0.144521,971.426087,77602,actions:post_engagement,1.4395763,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:51:17-0500,"Por debajo del promedio - 35% de los anuncios menos relevantes","Por encima del promedio","Por encima del promedio","IG JUAN - ADVTG - PROMPT DIRECTO",1267.762912,,1.117113,
2025-11-01,2026-03-20,11,active,"Con el presupuesto de la campaña",0,212,181,180,0,,0,,149,actions:post_engagement,1.42281879,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:51:17-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",1171.270718,,1.005556,
2025-11-01,2026-03-20,12,active,"Con el presupuesto de la campaña",0,26,22,22,1,,0,,16,actions:post_engagement,1.625,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:51:17-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",1181.818182,,1,
2025-11-01,2026-03-20,"Entrevista 6",not_delivering,20000,Diario,2591,458,428,11,9,2.102804,287.888889,10,profile_visit_view,259.1,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-11-04T17:00:02-0500,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO",5657.20524,,1.070093,
2025-11-01,2026-03-20,"Entrevista 1",not_delivering,20000,Diario,327342,44309,31587,1587,1421,4.299237,230.36031,1424,profile_visit_view,229.875,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-11-04T17:00:02-0500,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO",7387.709043,,1.402761,
2025-11-01,2026-03-20,"Entrevista 8",inactive,20000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-11-04T17:00:02-0500,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO",0,,0,
2025-11-01,2026-03-20,"Entrevista 7",not_delivering,20000,Diario,742,112,105,3,1,0.952381,742,1,profile_visit_view,742,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-11-04T17:00:02-0500,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO",6625,,1.066667,
2025-11-01,2026-03-20,"VID 2 - Copia",not_delivering,15000,Diario,786728,52385,33359,1794,739,2.068407,1064.584574,426,actions:onsite_conversion.messaging_conversation_started_7d,1846.77934272,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,0,-,-,-,"ADVTG - INDIRECTO",15018.192231,,1.570341,
2025-11-01,2026-03-20,"VID 1 - Copia",not_delivering,15000,Diario,3846,206,182,2,1,0.549451,3846,,,,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,0,-,-,-,"ADVTG - INDIRECTO",18669.902913,,1.131868,
2025-11-01,2026-03-20,"vid 2 pág 2",not_delivering,"Con el presupuesto de la campaña",0,671,61,56,1,1,1.785714,671,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2025-11-12T17:37:33-0500,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO - PÁG 2",11000,,1.089286,
2025-11-01,2026-03-20,"vid 2 pág 2",not_delivering,"Con el presupuesto de la campaña",0,2628,197,156,7,4,2.564103,657,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2025-11-12T17:37:33-0500,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO - PÁG 2",13340.101523,,1.262821,
2025-11-01,2026-03-20,1,active,"Con el presupuesto de la campaña",0,525,229,228,0,,0,,70,video_thruplay_watched_actions,7.5,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:49:08-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",2292.576419,,1.004386,
2025-11-01,2026-03-20,2,active,"Con el presupuesto de la campaña",0,99034,54217,42464,171,31,0.073003,3194.645161,10842,video_thruplay_watched_actions,9.13429257,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:49:08-0500,"Por debajo del promedio - 35% de los anuncios menos relevantes","Por debajo del promedio - 35% de los anuncios menos relevantes",Promedio,"IG JUAN - ADVTG - PROMPT DIRECTO",1826.622646,,1.276776,
2025-11-01,2026-03-20,3,inactive,"Con el presupuesto de la campaña",0,126446,54763,50704,254,94,0.18539,1345.170213,13349,video_thruplay_watched_actions,9.47232002,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:49:08-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",2308.967734,,1.080053,
2025-11-01,2026-03-20,4,active,"Con el presupuesto de la campaña",0,1404,482,419,0,,0,,198,video_thruplay_watched_actions,7.09090909,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:49:08-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",2912.863071,,1.150358,
2025-11-01,2026-03-20,5,active,"Con el presupuesto de la campaña",0,247,145,144,1,,0,,19,video_thruplay_watched_actions,13,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:49:08-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",1703.448276,,1.006944,
2025-11-01,2026-03-20,6,active,"Con el presupuesto de la campaña",0,407,140,138,1,,0,,59,video_thruplay_watched_actions,6.89830508,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:49:08-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",2907.142857,,1.014493,
2025-11-01,2026-03-20,7,active,"Con el presupuesto de la campaña",0,4281,1317,1243,3,,0,,414,video_thruplay_watched_actions,10.34057971,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:49:08-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",3250.569476,,1.059533,
2025-11-01,2026-03-20,"8 - Copia 2",not_delivering,"Con el presupuesto de la campaña",0,4333,1553,1512,6,,0,,405,video_thruplay_watched_actions,10.69876543,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:49:08-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",2790.083709,,1.027116,
2025-11-01,2026-03-20,"6 - Copia 2",not_delivering,"Con el presupuesto de la campaña",0,7756,2727,2582,6,2,0.077459,3878,665,video_thruplay_watched_actions,11.66315789,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:49:08-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",2844.151082,,1.056158,
2025-11-01,2026-03-20,"7 - Copia 2",not_delivering,"Con el presupuesto de la campaña",0,2160,983,969,3,2,0.206398,1080,215,video_thruplay_watched_actions,10.04651163,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:49:08-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",2197.355036,,1.014448,
2025-11-01,2026-03-20,9,not_delivering,"Con el presupuesto de la campaña",0,60,16,15,0,,0,,9,video_thruplay_watched_actions,6.66666667,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:49:08-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",3750,,1.066667,
2025-11-01,2026-03-20,10,active,"Con el presupuesto de la campaña",0,344,224,221,0,,0,,24,video_thruplay_watched_actions,14.33333333,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:49:08-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",1535.714286,,1.013575,
2025-11-01,2026-03-20,12,active,"Con el presupuesto de la campaña",0,61369,45634,40020,1348,197,0.489755,311.517767,12888,video_thruplay_watched_actions,4.76171633,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:49:08-0500,"Por debajo del promedio - 35% de los anuncios menos relevantes","Por encima del promedio","Por encima del promedio","IG JUAN - ADVTG - PROMPT DIRECTO",1344.808695,,1.14028,
2025-11-01,2026-03-20,13,active,"Con el presupuesto de la campaña",0,4443,3118,3046,76,,0,,902,video_thruplay_watched_actions,4.92572062,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:49:08-0500,"Por debajo del promedio - 35% de los anuncios menos relevantes","Por encima del promedio","Por encima del promedio","IG JUAN - ADVTG - PROMPT DIRECTO",1424.951892,,1.023638,
2025-11-01,2026-03-20,"12 - Copia",active,"Con el presupuesto de la campaña",0,1,1,1,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:49:08-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",1000,,1,
2025-11-01,2026-03-20,15,active,"Con el presupuesto de la campaña",0,17,7,7,0,,0,,4,video_thruplay_watched_actions,4.25,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:49:08-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",2428.571429,,1,
2025-11-01,2026-03-20,17,active,"Con el presupuesto de la campaña",0,5,4,4,0,,0,,1,video_thruplay_watched_actions,5,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-23T17:49:08-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",1250,,1,
2025-11-01,2026-03-20,"IMG 1",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-12T19:55:36-0500,-,-,-,"GRUPO EFFI - ADVTG - PROMPT DIRECTO",0,,0,
2025-11-01,2026-03-20,"VID 1",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-12T19:55:36-0500,-,-,-,"GRUPO EFFI - ADVTG - PROMPT DIRECTO",0,,0,
2025-11-01,2026-03-20,"vid 2",inactive,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-12T19:55:36-0500,-,-,-,"GRUPO EFFI - ADVTG - PROMPT DIRECTO",0,,0,
2025-11-01,2026-03-20,"vid 3",inactive,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-12T19:55:36-0500,-,-,-,"GRUPO EFFI - ADVTG - PROMPT DIRECTO",0,,0,
2025-11-01,2026-03-20,"VID 4",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-12T19:55:36-0500,-,-,-,"GRUPO EFFI - ADVTG - PROMPT DIRECTO",0,,0,
2025-11-01,2026-03-20,"VID 5",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-12T19:55:36-0500,-,-,-,"GRUPO EFFI - ADVTG - PROMPT DIRECTO",0,,0,
2025-11-01,2026-03-20,"VID 1 - Copia",not_delivering,"Con el presupuesto de la campaña",0,7126,455,385,6,2,0.519481,3563,1,actions:onsite_conversion.messaging_conversation_started_7d,7126,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-10-31T15:42:37-0500,-,-,-,"EFFICOMMERCE - ADVTG - ABIERTO",15661.538462,,1.181818,
2025-11-01,2026-03-20,"VID 2 - Copia",not_delivering,"Con el presupuesto de la campaña",0,2083006,135432,54828,3163,614,1.043263,3392.517915,333,actions:onsite_conversion.messaging_conversation_started_7d,6255.27327327,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-10-31T15:42:37-0500,-,-,-,"EFFICOMMERCE - ADVTG - ABIERTO",15380.456613,,2.470125,
2025-11-01,2026-03-20,"VID 2 - Copia 2",not_delivering,"Con el presupuesto de la campaña",0,13640,774,604,21,8,1.324503,1705,4,actions:onsite_conversion.messaging_conversation_started_7d,3410,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-10-31T15:42:37-0500,-,-,-,"EFFICOMMERCE - ADVTG - ABIERTO",17622.739018,,1.281457,
2025-11-01,2026-03-20,"Bodega 1 Hook 4 Subs (1) - Copia",not_delivering,"Con el presupuesto de la campaña",0,13281,1322,1122,21,4,0.356506,3320.25,4,actions:onsite_conversion.messaging_conversation_started_7d,3320.25,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,0,-,-,-,"ADVTG - ABIERTO",10046.142209,,1.178253,
2025-11-01,2026-03-20,"Bodega 1 Hook 1 Subs (1) - Copia",not_delivering,"Con el presupuesto de la campaña",0,6652,678,568,21,9,1.584507,739.111111,6,actions:onsite_conversion.messaging_conversation_started_7d,1108.66666667,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,0,-,-,-,"ADVTG - ABIERTO",9811.20944,,1.193662,
2025-11-01,2026-03-20,"Bodega 1 Hook 2 Subs (1) - Copia",not_delivering,"Con el presupuesto de la campaña",0,2957,286,259,7,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,0,-,-,-,"ADVTG - ABIERTO",10339.160839,,1.104247,
2025-11-01,2026-03-20,"Carlos Video 3 Colombia - Copia",not_delivering,"Con el presupuesto de la campaña",0,3397,327,312,4,2,0.320513,1698.5,1,actions:onsite_conversion.messaging_conversation_started_7d,3397,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,0,-,-,-,"ADVTG - ABIERTO",10388.379205,,1.048077,
2025-11-01,2026-03-20,"Pagos Instantaneos Pauta - Copia",not_delivering,"Con el presupuesto de la campaña",0,1243,74,74,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,0,-,-,-,"ADVTG - ABIERTO",16797.297297,,1,
2025-11-01,2026-03-20,"4. Jefe intenta hacer inventario y se incendia (Ecommerce) LLamas - Copia",not_delivering,"Con el presupuesto de la campaña",0,280,27,23,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,0,-,-,-,"ADVTG - ABIERTO",10370.37037,,1.173913,
2025-11-01,2026-03-20,"Pagos Instantaneos Reel 2 - Copia",not_delivering,"Con el presupuesto de la campaña",0,1494,130,111,3,2,1.801802,747,1,actions:onsite_conversion.messaging_conversation_started_7d,1494,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,0,-,-,-,"ADVTG - ABIERTO",11492.307692,,1.171171,
2025-11-01,2026-03-20,"Video pauta adivino 1 versión 2 (e-commerce) - Copia",inactive,"Con el presupuesto de la campaña",0,103,6,6,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,0,-,-,-,"ADVTG - ABIERTO",17166.666667,,1,
2025-11-01,2026-03-20,"Video pauta adivino 2 versión 2 (e-commerce) - Copia",inactive,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"ADVTG - ABIERTO",0,,0,
2025-11-01,2026-03-20,"3. Jefe pierde el control de su empresa y se incendia (Ecommerce) - Copia",not_delivering,"Con el presupuesto de la campaña",0,185,3,3,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,0,-,-,-,"ADVTG - ABIERTO",61666.666667,,1,
2025-11-01,2026-03-20,"2. Jefe regañando empleado desordenado (Ecommerce) - Copia",not_delivering,"Con el presupuesto de la campaña",0,338,35,32,1,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,0,-,-,-,"ADVTG - ABIERTO",9657.142857,,1.09375,
2025-11-01,2026-03-20,"Video 1 Pauta EFFI ERP con SUB - Copia",not_delivering,"Con el presupuesto de la campaña",0,208,15,15,1,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,0,-,-,-,"ADVTG - ABIERTO",13866.666667,,1,
2025-11-01,2026-03-20,"Video pauta 3 con SUB (1) - Copia",not_delivering,"Con el presupuesto de la campaña",0,89071,11616,8262,300,66,0.786734,1349.560606,40,actions:onsite_conversion.messaging_conversation_started_7d,2226.775,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,0,-,-,-,"ADVTG - ABIERTO",7667.957989,,1.405955,
