"Inicio del informe","Fin del informe","Nombre del anuncio","Entrega del anuncio","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (COP)",Impresiones,Alcance,"Clics (todos)","Clics en el enlace","CTR único (porcentaje de clics en el enlace)","CPC (costo por clic en el enlace) (COP)",Resultados,"Indicador de resultado","Costo por resultados",Finalización,"Configuración de atribución",Puja,"Tipo de puja","Último cambio significativo","Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones","Nombre del conjunto de anuncios","CPM (costo por mil impresiones) (COP)","ROAS (retorno de la inversión en publicidad) de compras",Frecuencia,Compras
2025-11-01,2026-03-20,"Video Pauta 3 EFFI ERP con SUB - Copia",not_delivering,"Con el presupuesto de la campaña",0,718,37,32,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,0,-,-,-,"ADVTG - ABIERTO",19405.405405,,1.15625,
2025-11-01,2026-03-20,"Bodega 1 Hook 3 Subs (1) - Copia",not_delivering,"Con el presupuesto de la campaña",0,8429,880,723,15,4,0.55325,2107.25,2,actions:onsite_conversion.messaging_conversation_started_7d,4214.5,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,0,-,-,-,"ADVTG - ABIERTO",9578.409091,,1.217151,
2025-11-01,2026-03-20,"Transportadoras Aliadas Colombia 2 Subs - Copia",not_delivering,"Con el presupuesto de la campaña",0,139,4,4,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,0,-,-,-,"ADVTG - ABIERTO",34750,,1,
2025-11-01,2026-03-20,"IMG 1 FACTURACIÓN ELECTRÓNICA",not_delivering,16600,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-21T00:22:25-0500,-,-,-,"ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 2 GESTIÓN NÓMINA",not_delivering,16600,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-21T00:22:25-0500,-,-,-,"ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 3 CONTROLA INVENTARIO",not_delivering,16600,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-21T00:22:25-0500,-,-,-,"ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 4 AUTOMATIZACIÓN",inactive,16600,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-21T00:22:25-0500,-,-,-,"ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 5 CRM EFFI",not_delivering,16600,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-21T00:22:25-0500,-,-,-,"ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 6 MANEJO POS",not_delivering,16600,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-21T00:22:25-0500,-,-,-,"ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 7 GESTIÓN CONTABLE",not_delivering,16600,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-21T00:22:25-0500,-,-,-,"ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 8 DECISIONES INTELIGENTES",not_delivering,16600,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-21T00:22:25-0500,-,-,-,"ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 9 CONTROLA COMPRAS",not_delivering,16600,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-21T00:22:25-0500,-,-,-,"ADVTG - DIRECTO",0,,0,
2025-11-01,2026-03-20,"vid 2 pág 1",not_delivering,"Con el presupuesto de la campaña",0,1032,82,65,1,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,0,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO - PÁG 1",12585.365854,,1.261538,
2025-11-01,2026-03-20,"vid 2 pág 1",not_delivering,"Con el presupuesto de la campaña",0,9208,684,499,15,9,1.803607,1023.111111,2,actions:offsite_conversion.fb_pixel_complete_registration,4604,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,0,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO - PÁG 1",13461.988304,,1.370741,
2025-11-01,2026-03-20,"vid 1 pág 1",not_delivering,"Con el presupuesto de la campaña",0,1132,97,84,4,2,2.380952,566,2,actions:offsite_conversion.fb_pixel_complete_registration,566,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,0,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO - PÁG 1",11670.103093,,1.154762,
2025-11-01,2026-03-20,"vid 3 pág 1",not_delivering,"Con el presupuesto de la campaña",0,26512,1960,1394,97,59,3.586801,449.355932,18,actions:offsite_conversion.fb_pixel_complete_registration,1472.88888889,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,0,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO - PÁG 1",13526.530612,,1.406026,
2025-11-01,2026-03-20,"vid 5 pág 2 - Copia",not_delivering,"Con el presupuesto de la campaña",0,4979,404,352,16,12,3.125,414.916667,4,actions:offsite_conversion.fb_pixel_complete_registration,1244.75,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,0,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO - PÁG 1",12324.257426,,1.147727,
2025-11-01,2026-03-20,"vid 4 pág 2 - Copia",not_delivering,"Con el presupuesto de la campaña",0,3643,316,260,23,16,4.615385,227.6875,2,actions:offsite_conversion.fb_pixel_complete_registration,1821.5,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,0,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO - PÁG 1",11528.481013,,1.215385,
2025-11-01,2026-03-20,"vid 8 pág 1",not_delivering,"Con el presupuesto de la campaña",0,1863,170,152,6,4,2.631579,465.75,1,actions:offsite_conversion.fb_pixel_complete_registration,1863,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,0,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO - PÁG 1",10958.823529,,1.118421,
2025-11-01,2026-03-20,"vid 7 pág 1",not_delivering,"Con el presupuesto de la campaña",0,774,78,68,5,1,1.470588,774,1,actions:offsite_conversion.fb_pixel_complete_registration,774,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,0,-,-,-,"GRUPO EFFI - ADVTG - ABIERTO - PÁG 1",9923.076923,,1.147059,
2025-11-01,2026-03-20,"Transportadoras Aliadas Colombia Subs - Copia",not_delivering,"Con el presupuesto de la campaña",0,301,28,25,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,0,-,-,-,"ADVTG - ABIERTO",10750,,1.12,
2025-11-01,2026-03-20,9,not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2026-02-03T00:26:55-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",0,,0,
2025-11-01,2026-03-20,10,not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2026-02-03T00:26:55-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",0,,0,
2025-11-01,2026-03-20,11,active,"Con el presupuesto de la campaña",0,921,204,187,3,3,1.604278,307,3,profile_visit_view,307,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:55-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",4514.705882,,1.090909,
2025-11-01,2026-03-20,12,active,"Con el presupuesto de la campaña",0,251602,89592,61518,3334,2729,4.252414,92.195676,2616,profile_visit_view,96.17813456,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:55-0500,Promedio,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",2808.308778,,1.456354,
2025-11-01,2026-03-20,13,active,"Con el presupuesto de la campaña",0,8413,2164,1973,57,54,2.736949,155.796296,57,profile_visit_view,147.59649123,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:55-0500,"Por debajo del promedio - 35% de los anuncios menos relevantes",-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",3887.707948,,1.096807,
2025-11-01,2026-03-20,14,active,"Con el presupuesto de la campaña",0,182531,30897,26394,2749,2049,6.868985,89.082967,1846,profile_visit_view,98.87919827,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:55-0500,"Por debajo del promedio - 35% de los anuncios menos relevantes",-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",5907.725669,,1.170607,
2025-11-01,2026-03-20,15,active,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2026-02-03T00:26:55-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",0,,0,
2025-11-01,2026-03-20,"VID PROVEEDORES - Copia",not_delivering,11000,Diario,62493,4230,3299,95,26,0.727493,2403.576923,12,actions:onsite_conversion.messaging_conversation_started_7d,5207.75,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-11-04T19:50:37-0500,-,-,-,"ADVTG - INDIRECTO",14773.758865,,1.282207,
2025-11-01,2026-03-20,"6 IMG",inactive,"Con el presupuesto de la campaña",0,4541,1298,1245,49,45,3.614458,100.911111,43,profile_visit_view,105.60465116,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:55-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",3498.459168,,1.04257,
2025-11-01,2026-03-20,2,active,"Con el presupuesto de la campaña",0,111528,20150,18029,459,452,2.440513,246.743363,452,profile_visit_view,246.74336283,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:55-0500,Promedio,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",5534.888337,,1.117644,
2025-11-01,2026-03-20,4,not_delivering,"Con el presupuesto de la campaña",0,3117,406,386,6,6,1.554404,519.5,6,profile_visit_view,519.5,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:55-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",7677.339901,,1.051813,
2025-11-01,2026-03-20,1,not_delivering,"Con el presupuesto de la campaña",0,4199,509,481,12,11,2.286902,381.727273,9,profile_visit_view,466.55555556,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:55-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",8249.508841,,1.058212,
2025-11-01,2026-03-20,3,inactive,"Con el presupuesto de la campaña",0,2513,317,305,8,8,2.622951,314.125,8,profile_visit_view,314.125,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:55-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",7927.444795,,1.039344,
2025-11-01,2026-03-20,5,inactive,"Con el presupuesto de la campaña",0,26554,5609,5258,49,49,0.931913,541.918367,50,profile_visit_view,531.08,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:55-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",4734.177215,,1.066755,
2025-11-01,2026-03-20,6,active,"Con el presupuesto de la campaña",0,11442,1797,1650,41,42,2.484848,272.428571,41,profile_visit_view,279.07317073,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:55-0500,Promedio,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",6367.278798,,1.089091,
2025-11-01,2026-03-20,7,not_delivering,"Con el presupuesto de la campaña",0,32,21,20,0,,0,,,,,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:55-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",1523.809524,,1.05,
2025-11-01,2026-03-20,8,not_delivering,"Con el presupuesto de la campaña",0,737,126,121,1,1,0.826446,737,1,profile_visit_view,737,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,2026-02-03T00:26:55-0500,-,-,-,"IG JUAN - ADVTG - PROMPT DIRECTO",5849.206349,,1.041322,
2025-11-01,2026-03-20,"IMG 1",not_delivering,25700,Diario,193548,16699,6470,285,169,2.426584,1145.254438,97,actions:offsite_conversion.fb_pixel_complete_registration,1995.34020619,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-01-07T10:51:05-0500,-,-,-,"EFFIWOMAN - ADVTG - PROMPT DIRECTO - IMAGEN",11590.394634,,2.580989,
2025-11-01,2026-03-20,"IMG 2",not_delivering,25700,Diario,85229,8015,3870,161,91,2.196382,936.582418,39,actions:offsite_conversion.fb_pixel_complete_registration,2185.35897436,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-01-07T10:51:05-0500,-,-,-,"EFFIWOMAN - ADVTG - PROMPT DIRECTO - IMAGEN",10633.686837,,2.071059,
2025-11-01,2026-03-20,"VID 1",not_delivering,25700,Diario,3511,224,169,8,3,1.775148,1170.333333,1,actions:offsite_conversion.fb_pixel_complete_registration,3511,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-01-07T10:51:05-0500,-,-,-,"EFFIWOMAN - ADVTG - PROMPT DIRECTO - IMAGEN",15674.107143,,1.325444,
2025-11-01,2026-03-20,"IMG 3",not_delivering,25700,Diario,51772,3934,1617,74,46,2.53556,1125.478261,15,actions:offsite_conversion.fb_pixel_complete_registration,3451.46666667,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-01-07T10:51:05-0500,-,-,-,"EFFIWOMAN - ADVTG - PROMPT DIRECTO - IMAGEN",13160.142349,,2.4329,
2025-11-01,2026-03-20,"IMG 4",not_delivering,25700,Diario,3328,298,280,4,4,1.428571,832,2,actions:offsite_conversion.fb_pixel_complete_registration,1664,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-01-07T10:51:05-0500,-,-,-,"EFFIWOMAN - ADVTG - PROMPT DIRECTO - IMAGEN",11167.785235,,1.064286,
2025-11-01,2026-03-20,"VID 2",not_delivering,25700,Diario,5199,291,231,6,3,1.298701,1733,1,actions:offsite_conversion.fb_pixel_complete_registration,5199,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-01-07T10:51:05-0500,-,-,-,"EFFIWOMAN - ADVTG - PROMPT DIRECTO - IMAGEN",17865.979381,,1.25974,
2025-11-01,2026-03-20,"IMG 4 - Copia",not_delivering,"Con el presupuesto de la campaña",0,4854,638,569,25,14,2.108963,346.714286,9,actions:offsite_conversion.fb_pixel_complete_registration,539.33333333,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-13T00:22:20-0500,-,-,-,"ADVTG ABIERTO",7608.15047,,1.121265,
2025-11-01,2026-03-20,"VID 1 - Copia",not_delivering,"Con el presupuesto de la campaña",0,2287,126,108,3,2,1.851852,1143.5,2,actions:offsite_conversion.fb_pixel_complete_registration,1143.5,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-13T00:22:20-0500,-,-,-,"ADVTG ABIERTO",18150.793651,,1.166667,
2025-11-01,2026-03-20,"VID 2 - Copia",not_delivering,"Con el presupuesto de la campaña",0,69821,5713,3454,228,149,3.821656,468.597315,64,actions:offsite_conversion.fb_pixel_complete_registration,1090.953125,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-13T00:22:20-0500,Promedio,"Por encima del promedio","Por encima del promedio","ADVTG ABIERTO",12221.424821,,1.654024,
2025-11-01,2026-03-20,"IMG 5 - Copia",not_delivering,"Con el presupuesto de la campaña",0,340,48,46,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-13T00:22:20-0500,-,-,-,"ADVTG ABIERTO",7083.333333,,1.043478,
2025-11-01,2026-03-20,"VID 4 - Copia",not_delivering,"Con el presupuesto de la campaña",0,424,62,56,2,1,1.785714,424,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-13T00:22:20-0500,-,-,-,"ADVTG ABIERTO",6838.709677,,1.107143,
2025-11-01,2026-03-20,1,active,"Con el presupuesto de la campaña",0,4891,1216,1159,32,28,2.415876,174.678571,28,profile_visit_view,174.67857143,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,0,-,-,-,"IG JUAN - ADVTG - ABIERTO",4022.203947,,1.04918,
2025-11-01,2026-03-20,2,active,"Con el presupuesto de la campaña",0,1543,347,330,7,7,2.121212,220.428571,5,profile_visit_view,308.6,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,0,-,-,-,"IG JUAN - ADVTG - ABIERTO",4446.685879,,1.051515,
2025-11-01,2026-03-20,3,active,"Con el presupuesto de la campaña",0,951,138,137,5,5,3.649635,190.2,5,profile_visit_view,190.2,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,0,-,-,-,"IG JUAN - ADVTG - ABIERTO",6891.304348,,1.007299,
2025-11-01,2026-03-20,4,active,"Con el presupuesto de la campaña",0,3505,497,459,20,21,4.139434,166.904762,20,profile_visit_view,175.25,"En curso","1 día tras clic",0,ABSOLUTE_OCPM,0,-,-,-,"IG JUAN - ADVTG - ABIERTO",7052.313883,,1.082789,
2025-11-01,2026-03-20,"VID 1",not_delivering,60000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-06T16:52:15-0500,-,-,-,"GRUPO EFFI - ADVTG - PROMPT DIRECTO - VID",0,,0,
2025-11-01,2026-03-20,"IMG 2 GESTIÓN NÓMINA",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-21T00:22:25-0500,-,-,-,"ADVTG - INDIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 5 CRM EFFI",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-21T00:22:25-0500,-,-,-,"ADVTG - INDIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 1 FACTURACIÓN ELECTRÓNICA",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-21T00:22:25-0500,-,-,-,"ADVTG - INDIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 6 MANEJO POS",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-21T00:22:25-0500,-,-,-,"ADVTG - INDIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 7 GESTIÓN CONTABLE",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-21T00:22:25-0500,-,-,-,"ADVTG - INDIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 3 CONTROLA INVENTARIO",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-21T00:22:25-0500,-,-,-,"ADVTG - INDIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 9 CONTROLA COMPRAS",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-21T00:22:25-0500,-,-,-,"ADVTG - INDIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 4 AUTOMATIZACIÓN",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-21T00:22:25-0500,-,-,-,"ADVTG - INDIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 1",not_delivering,"Con el presupuesto de la campaña",0,63333,3504,2396,67,37,1.460768,1711.702703,9,actions:offsite_conversion.fb_pixel_complete_registration,7037,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2025-11-10T09:49:26-0500,-,-,-,"ADVTG - PROMPT DIRECTO - IMAGEN - Copia",18074.486301,,1.462437,
2025-11-01,2026-03-20,"IMG 2",not_delivering,"Con el presupuesto de la campaña",0,12401,641,534,7,5,0.93633,2480.2,2,actions:offsite_conversion.fb_pixel_complete_registration,6200.5,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2025-11-10T09:49:26-0500,-,-,-,"ADVTG - PROMPT DIRECTO - IMAGEN - Copia",19346.333853,,1.200375,
2025-11-01,2026-03-20,"IMG 1",not_delivering,30000,Diario,176475,15754,7203,256,167,2.137998,1056.736527,81,actions:offsite_conversion.fb_pixel_complete_registration,2178.7037037,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2025-11-13T17:52:26-0500,-,-,-,"GRUPO EFFI - ADVTG - PROMPT DIRECTO - IMG",11201.916973,,2.187144,
2025-11-01,2026-03-20,"IMG 1",not_delivering,"Con el presupuesto de la campaña",0,9327,894,795,40,20,2.389937,466.35,5,actions:offsite_conversion.fb_pixel_complete_registration,1865.4,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-13T00:22:20-0500,-,-,-,"ADVTG ABIERTO",10432.885906,,1.124528,
2025-11-01,2026-03-20,"flyer invitacional",not_delivering,"Con el presupuesto de la campaña",0,672,95,92,1,,0,,1,actions:offsite_conversion.fb_pixel_complete_registration,672,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-13T00:22:20-0500,-,-,-,"ADVTG ABIERTO",7073.684211,,1.032609,
2025-11-01,2026-03-20,"IMG 1 - Copia",not_delivering,"Con el presupuesto de la campaña",0,2631,215,203,8,6,2.955665,438.5,3,actions:offsite_conversion.fb_pixel_complete_registration,877,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-15T02:20:43-0500,-,-,-,"INTERESES MUJERES EMPRENDEDORAS",12237.209302,,1.059113,
2025-11-01,2026-03-20,"IMG 2 - Copia",not_delivering,"Con el presupuesto de la campaña",0,25282,2697,2056,94,57,2.529183,443.54386,27,actions:offsite_conversion.fb_pixel_complete_registration,936.37037037,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-15T02:20:43-0500,Promedio,"Por encima del promedio","Por encima del promedio","INTERESES MUJERES EMPRENDEDORAS",9374.119392,,1.31177,
2025-11-01,2026-03-20,"IMG 2",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2026-03-15T02:20:43-0500,-,-,-,"INTERESES MUJERES EMPRENDEDORAS",0,,0,
2025-11-01,2026-03-20,"IMG 3",inactive,"Con el presupuesto de la campaña",0,3863,391,353,8,5,1.416431,772.6,1,actions:offsite_conversion.fb_pixel_complete_registration,3863,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-15T02:20:43-0500,-,-,-,"INTERESES MUJERES EMPRENDEDORAS",9879.795396,,1.107649,
2025-11-01,2026-03-20,"IMG 4",not_delivering,"Con el presupuesto de la campaña",0,22699,2888,2240,70,45,1.830357,504.422222,22,actions:offsite_conversion.fb_pixel_complete_registration,1031.77272727,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-15T02:20:43-0500,Promedio,"Por encima del promedio","Por encima del promedio","INTERESES MUJERES EMPRENDEDORAS",7859.764543,,1.289286,
2025-11-01,2026-03-20,"VID 1 - Copia",not_delivering,"Con el presupuesto de la campaña",0,2,2,2,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-15T02:20:43-0500,-,-,-,"INTERESES MUJERES EMPRENDEDORAS",1000,,1,
2025-11-01,2026-03-20,"IMG 3 - Copia",not_delivering,"Con el presupuesto de la campaña",0,4995,572,537,21,9,1.489758,555,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-13T00:22:20-0500,-,-,-,"ADVTG ABIERTO",8732.517483,,1.065177,
2025-11-01,2026-03-20,"IMG 2 - Copia",not_delivering,"Con el presupuesto de la campaña",0,160,8,8,3,1,12.5,160,1,actions:offsite_conversion.fb_pixel_complete_registration,160,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-13T00:22:20-0500,-,-,-,"ADVTG ABIERTO",20000,,1,
2025-11-01,2026-03-20,"IMG 5 - Copia",not_delivering,"Con el presupuesto de la campaña",0,320,51,48,1,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-15T02:20:43-0500,-,-,-,"INTERESES MUJERES EMPRENDEDORAS",6274.509804,,1.0625,
2025-11-01,2026-03-20,"VID 4 - Copia",not_delivering,"Con el presupuesto de la campaña",0,11,2,2,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-15T02:20:43-0500,-,-,-,"INTERESES MUJERES EMPRENDEDORAS",5500,,1,
2025-11-01,2026-03-20,"VID 2 - Copia",not_delivering,"Con el presupuesto de la campaña",0,222,19,17,1,1,5.882353,222,1,actions:offsite_conversion.fb_pixel_complete_registration,222,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-03-15T02:20:43-0500,-,-,-,"INTERESES MUJERES EMPRENDEDORAS",11684.210526,,1.117647,
2025-11-01,2026-03-20,"IMG 8 DECISIONES INTELIGENTES",not_delivering,"Con el presupuesto de la campaña",0,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,2025-10-21T00:22:25-0500,-,-,-,"ADVTG - INDIRECTO",0,,0,
2025-11-01,2026-03-20,"IMG 9",not_delivering,50000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - RMKT TRIFASICO",0,,0,
2025-11-01,2026-03-20,"IMG 1",not_delivering,50000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - RMKT TRIFASICO",0,,0,
2025-11-01,2026-03-20,"IMG 7",not_delivering,50000,Diario,0,0,0,0,,0,,,,,"En curso",-,0,ABSOLUTE_OCPM,0,-,-,-,"EFFICOMMERCE - RMKT TRIFASICO",0,,0,
